++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
ASCII Report
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
Name: Pyro_Plast-088
Data Name: 
Operator: Xcalibur_System
Date: 2019/06/18
Info: 
Misc: 
Misc (separated): 
Details: 
Scans: 7615
Start RT (min): 4.0018
Stop RT (min): 33.99922
Barcode: 

>>>

Operator: Xcalibur_System
Misc Info: 
Sample Weight: 0.0
Data Name: 
Barcode: 
Detailed Info: 
Sample Group: 
Sample Weight Unit: 
Misc Info Separated: 
Date: 2019/06/18 17:30:38
Short Info: 
Barcode Type: 
------------------------------

NAME: Pyro_Plast-088
TYPE: MSD
------------------------------
Integrated Chromatogram Area: 0.0
Integrated Background Area: 0.0
Integrated Peak Area: 1502501353.18012


PEAK LIST OVERVIEW
------------------------------
[#]	RT (Min)	RI	Start RT (Min)	Stop RT (Min)	Tailing	Width (at 50% peak height by inflection points)	Integrated Area	S/N	Leading	Tailing	Scan #	Purity	Integrator	Detector	Model	m/z ...
[1]	4.02942	0.0	4.0018	4.26172	1.62897	0.0437	49651410.84638	1252.41211	0.61389	1.62897	8	1.0	Integrator Trapezoid	Peak Detector First Derivative		70.0 126.0 ...
[2]	4.90727	838.1322	4.8599	4.94635	1.87429	0.0377	12748918.89313	417.44086	0.53353	1.87429	231	1.0	Integrator Trapezoid	Peak Detector First Derivative		70.0 126.0 ...
[3]	5.00547	843.35284	4.95025	5.19843	0.93174	0.10115	22559454.95911	286.27914	1.07326	0.93174	256	1.0	Integrator Trapezoid	Peak Detector First Derivative		70.0 126.0 ...
[4]	5.90312	891.07477	5.85208	6.21797	1.49691	0.02993	945273303.94383	33923.45312	0.66804	1.49691	483	1.0	Integrator Trapezoid	Peak Detector First Derivative		104.0 78.0 ...
[5]	6.5487	923.60181	6.52108	6.5763	1.29097	0.02537	876355.84	43.07842	0.77461	1.29097	647	1.0	Integrator Trapezoid	Peak Detector First Derivative		78.0 104.0 ...
[6]	6.87525	939.73566	6.84765	6.96172	1.44093	0.03502	1831850.74	58.45813	0.694	1.44093	730	1.0	Integrator Trapezoid	Peak Detector First Derivative		104.0 78.0 ...
[7]	7.30858	961.14545	7.28098	7.344	1.4134	0.02568	849621.50613	38.12849	0.70751	1.4134	839	1.0	Integrator Trapezoid	Peak Detector First Derivative		103.0 118.0 ...
[8]	7.65077	978.0517	7.62733	7.67865	1.50247	0.02348	720854.92743	36.19849	0.66557	1.50247	926	1.0	Integrator Trapezoid	Peak Detector First Derivative		103.0 118.0 ...
[9]	7.72577	981.75726	7.68645	7.7849	1.3977	0.02703	20683149.8343	833.96014	0.71546	1.3977	945	1.0	Integrator Trapezoid	Peak Detector First Derivative		118.0 103.0 ...
[10]	7.91848	991.27881	7.89895	7.95	1.19946	0.02247	908804.72	49.66061	0.83371	1.19946	994	1.0	Integrator Trapezoid	Peak Detector First Derivative		118.0 103.0 ...
