Sample,Type,PET,IS,Temp,mz105
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,694.6541,1.16E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,699.68573,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,704.71896,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,709.73105,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,714.72332,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,719.71499,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,724.71673,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,729.71561,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,734.69936,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,739.70563,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,744.80314,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,749.99558,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,755.14869,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,760.1311,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,764.97978,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,769.81381,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,774.6908,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,779.56457,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,784.39526,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,789.24771,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,794.22671,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,799.3557,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,804.5454,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,809.71,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,814.8247,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,819.88491,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,824.89756,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,829.883,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,834.85982,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,839.83541,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,844.81495,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,849.82036,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,854.89044,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,860.04002,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,865.19731,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,870.27692,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,875.28081,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,880.28135,1.16E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,885.31771,1.16E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,890.33097,1.16E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,895.25375,1.17E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,900.11783,1.17E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,905.01928,1.17E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,910.01044,1.17E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,915.04535,1.16E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,920.07034,1.16E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,925.07866,1.16E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,930.08801,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,935.10473,1.15E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,940.1147,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,945.1052,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,950.08768,1.13E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,955.08354,1.13E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,960.10373,1.13E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,965.14367,1.12E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,970.19326,1.12E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,975.21888,1.11E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,980.18009,1.12E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,985.07074,1.14E-10
CleanRun af. 0.25% PET in LUFA soil sample,Clean run after,2.5,without,989.9247,1.17E-10
0.25 wt% PET in soil,Sample,2.5,without,38,1.75E-10
0.25 wt% PET in soil,Sample,2.5,without,43,1.78E-10
0.25 wt% PET in soil,Sample,2.5,without,48,1.79E-10
0.25 wt% PET in soil,Sample,2.5,without,53,1.79E-10
0.25 wt% PET in soil,Sample,2.5,without,58,1.80E-10
0.25 wt% PET in soil,Sample,2.5,without,63,1.80E-10
0.25 wt% PET in soil,Sample,2.5,without,68,1.80E-10
0.25 wt% PET in soil,Sample,2.5,without,73,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,78,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,83,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,88,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,93,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,98,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,103,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,108,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,113,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,118,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,123,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,128,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,133,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,138,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,143,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,148,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,153,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,158,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,163,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,168,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,173,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,178,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,183,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,188,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,193,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,198,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,203,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,208,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,213,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,218,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,223,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,228,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,233,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,238,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,243,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,248,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,253,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,258,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,263,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,268,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,273,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,278,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,283,1.87E-10
0.25 wt% PET in soil,Sample,2.5,without,288,1.87E-10
0.25 wt% PET in soil,Sample,2.5,without,293,1.87E-10
0.25 wt% PET in soil,Sample,2.5,without,298,1.87E-10
0.25 wt% PET in soil,Sample,2.5,without,303,1.87E-10
0.25 wt% PET in soil,Sample,2.5,without,308,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,313,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,318,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,323,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,328,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,333,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,338,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,343,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,348,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,353,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,358,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,363,1.87E-10
0.25 wt% PET in soil,Sample,2.5,without,368,1.89E-10
0.25 wt% PET in soil,Sample,2.5,without,373,1.91E-10
0.25 wt% PET in soil,Sample,2.5,without,378,1.93E-10
0.25 wt% PET in soil,Sample,2.5,without,383,1.95E-10
0.25 wt% PET in soil,Sample,2.5,without,388,1.97E-10
0.25 wt% PET in soil,Sample,2.5,without,393,1.99E-10
0.25 wt% PET in soil,Sample,2.5,without,398,2.02E-10
0.25 wt% PET in soil,Sample,2.5,without,403,2.04E-10
0.25 wt% PET in soil,Sample,2.5,without,408,2.07E-10
0.25 wt% PET in soil,Sample,2.5,without,413,2.09E-10
0.25 wt% PET in soil,Sample,2.5,without,418,2.12E-10
0.25 wt% PET in soil,Sample,2.5,without,423,2.14E-10
0.25 wt% PET in soil,Sample,2.5,without,428,2.15E-10
0.25 wt% PET in soil,Sample,2.5,without,433,2.16E-10
0.25 wt% PET in soil,Sample,2.5,without,438,2.16E-10
0.25 wt% PET in soil,Sample,2.5,without,443,2.15E-10
0.25 wt% PET in soil,Sample,2.5,without,448,2.12E-10
0.25 wt% PET in soil,Sample,2.5,without,453,2.08E-10
0.25 wt% PET in soil,Sample,2.5,without,458,2.03E-10
0.25 wt% PET in soil,Sample,2.5,without,463,1.98E-10
0.25 wt% PET in soil,Sample,2.5,without,468,1.94E-10
0.25 wt% PET in soil,Sample,2.5,without,473,1.90E-10
0.25 wt% PET in soil,Sample,2.5,without,478,1.88E-10
0.25 wt% PET in soil,Sample,2.5,without,483,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,488,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,493,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,498,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,503,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,508,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,513,1.86E-10
0.25 wt% PET in soil,Sample,2.5,without,518,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,523,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,528,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,533,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,538,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,543,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,548,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,553,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,558,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,563,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,568,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,573,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,578,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,583,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,588,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,593,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,598,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,603,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,608,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,613,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,618,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,623,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,628,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,633,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,638,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,643,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,648,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,653,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,658,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,663,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,668,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,673,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,678,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,683,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,688,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,693,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,698,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,703,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,708,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,713,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,718,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,723,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,728,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,733,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,738,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,743,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,748,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,753,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,758,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,763,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,768,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,773,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,778,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,783,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,788,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,793,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,798,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,803,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,808,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,813,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,818,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,823,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,828,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,833,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,838,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,843,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,848,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,853,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,858,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,863,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,868,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,873,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,878,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,883,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,888,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,893,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,898,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,903,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,908,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,913,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,918,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,923,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,928,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,933,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,938,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,943,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,948,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,953,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,958,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,963,1.85E-10
0.25 wt% PET in soil,Sample,2.5,without,968,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,973,1.84E-10
0.25 wt% PET in soil,Sample,2.5,without,978,1.83E-10
0.25 wt% PET in soil,Sample,2.5,without,983,1.82E-10
0.25 wt% PET in soil,Sample,2.5,without,988,1.81E-10
0.25 wt% PET in soil,Sample,2.5,without,993,1.79E-10
0.25 wt% PET in soil,Sample,2.5,without,998,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,37,1.65E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,37.31751,1.67E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,37.74544,1.69E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,38.39084,1.70E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,39.30079,1.70E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,40.47045,1.70E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,41.90638,1.70E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,43.65333,1.71E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,45.75745,1.71E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,48.19812,1.71E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,50.91056,1.71E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,53.83036,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,56.89568,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,60.05292,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,63.31644,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,66.73437,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,70.28938,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,73.85481,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,77.31804,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,80.71374,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,84.129,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,87.56357,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,90.91112,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,94.09367,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,97.18402,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,100.29154,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,103.43545,1.72E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,106.54951,1.73E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,109.58462,1.73E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,112.55836,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,115.49795,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,118.3787,1.75E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,121.13851,1.75E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,123.75732,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,126.31762,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,128.90559,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,131.50347,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,134.03819,1.78E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,136.48609,1.78E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,138.91224,1.78E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,141.37616,1.78E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,143.83788,1.79E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,146.21787,1.79E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,148.51259,1.79E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,150.8234,1.79E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,153.23563,1.80E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,155.71599,1.80E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,158.19583,1.80E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,160.64949,1.81E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,163.0962,1.81E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,165.55019,1.81E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,168.00043,1.82E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,170.43257,1.82E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,172.86779,1.82E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,175.35533,1.82E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,177.92082,1.82E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,180.52568,1.82E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,183.12455,1.82E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,185.71163,1.81E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,188.30498,1.81E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,190.9033,1.80E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,193.46668,1.80E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,195.95807,1.79E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,198.39684,1.78E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,200.8281,1.78E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,203.27642,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,205.73486,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,208.19483,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,210.65337,1.75E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,213.10951,1.75E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,215.56396,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,218.01932,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,220.47743,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,222.93666,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,225.39456,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,227.84934,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,230.29974,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,232.74559,1.74E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,235.18973,1.75E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,237.63546,1.75E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,240.0855,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,242.54211,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,245.00224,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,247.45159,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,249.87989,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,252.3207,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,254.82802,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,257.41521,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,260.03122,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,262.62882,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,265.21471,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,267.81347,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,270.4152,1.77E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,272.9696,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,275.4411,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,277.8646,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,280.29156,1.76E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,282.73939,1.75E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,285.19407,1.75E-10
Oxalate af. 4.03% PET in LUFA soil sample,Oxalate after,40.3,without,287.6446,1.75E-10
