Sample,PET,IS,Temp,TGA,mz105,mz154
0.52 wt% PET in soil,5.2,with,742.025,95.8253,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,747.025,95.80973,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,752.025,95.80083,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,757.025,95.78525,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,762.025,95.7719,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,767.025,95.76077,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,772.025,95.74519,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,777.025,95.73184,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,782.025,95.71626,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,787.025,95.70959,1.72E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,792.025,95.70298,1.72E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,797.025,95.69178,1.72E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,802.025,95.67843,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,807.025,95.65902,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,812.025,95.65173,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,817.025,95.64728,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,822.025,95.63605,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,827.025,95.6228,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,832.025,95.60724,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,837.025,95.60277,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,842.025,95.58942,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,847.025,95.57162,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,852.025,95.56272,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,857.025,95.55604,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,862.025,95.54936,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,867.025,95.5383,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,872.025,95.52711,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,877.025,95.52266,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,882.025,95.51821,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,887.025,95.50708,1.74E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,892.025,95.48706,1.73E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,897.025,95.47593,1.73E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,902.025,95.46258,1.73E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,907.025,95.45368,1.73E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,912.025,95.4381,1.73E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,917.025,95.42697,1.73E-10,1.68E-10
0.52 wt% PET in soil,5.2,with,922.025,95.41362,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,927.025,95.40452,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,932.025,95.39137,1.73E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,937.025,95.38024,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,942.025,95.37356,1.74E-10,1.67E-10
0.52 wt% PET in soil,5.2,with,947.025,95.36252,1.74E-10,1.66E-10
0.52 wt% PET in soil,5.2,with,952.025,95.34909,1.74E-10,1.66E-10
0.52 wt% PET in soil,5.2,with,957.025,95.32906,1.74E-10,1.66E-10
0.52 wt% PET in soil,5.2,with,962.025,95.31571,1.74E-10,1.66E-10
0.52 wt% PET in soil,5.2,with,967.025,95.30458,1.74E-10,1.65E-10
0.52 wt% PET in soil,5.2,with,972.025,95.28902,1.74E-10,1.65E-10
0.52 wt% PET in soil,5.2,with,977.025,95.27342,1.74E-10,1.64E-10
0.52 wt% PET in soil,5.2,with,982.025,95.25785,1.74E-10,1.64E-10
0.52 wt% PET in soil,5.2,with,987.025,95.24888,1.74E-10,1.64E-10
0.52 wt% PET in soil,5.2,with,992.025,95.23337,1.73E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,36.301,100,1.77E-10,1.61E-10
2.04 wt% PET in soil,20.4,with,41.301,99.9979,1.75E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,46.301,99.99561,1.73E-10,1.66E-10
2.04 wt% PET in soil,20.4,with,51.301,99.99341,1.73E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,56.301,99.99563,1.73E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,61.301,99.99781,1.73E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,66.301,99.99561,1.73E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,71.301,99.98683,1.73E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,76.301,99.97805,1.73E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,81.301,99.97147,1.74E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,86.301,99.96481,1.74E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,91.301,99.95391,1.74E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,96.301,99.94075,1.74E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,101.301,99.92319,1.74E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,106.301,99.91002,1.75E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,111.301,99.89685,1.75E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,116.301,99.8793,1.75E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,121.301,99.86613,1.75E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,126.301,99.85735,1.76E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,131.301,99.84199,1.76E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,136.301,99.83321,1.76E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,141.301,99.82004,1.77E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,146.301,99.80907,1.78E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,151.301,99.80029,1.79E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,156.301,99.79151,1.8E-10,1.66E-10
2.04 wt% PET in soil,20.4,with,161.301,99.78273,1.82E-10,1.66E-10
2.04 wt% PET in soil,20.4,with,166.301,99.77615,1.84E-10,1.66E-10
2.04 wt% PET in soil,20.4,with,171.301,99.76737,1.86E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,176.301,99.75201,1.89E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,181.301,99.74542,1.92E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,186.301,99.73006,1.96E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,191.301,99.70592,1.99E-10,1.68E-10
2.04 wt% PET in soil,20.4,with,196.301,99.69274,2.03E-10,1.68E-10
2.04 wt% PET in soil,20.4,with,201.301,99.67082,2.06E-10,1.68E-10
2.04 wt% PET in soil,20.4,with,206.301,99.64667,2.09E-10,1.69E-10
2.04 wt% PET in soil,20.4,with,211.301,99.57641,2.12E-10,1.69E-10
2.04 wt% PET in soil,20.4,with,216.301,99.33937,2.14E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,221.301,99.01669,2.15E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,226.301,98.9005,2.15E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,231.301,98.85441,2.14E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,236.301,98.81491,2.13E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,241.301,98.7776,2.11E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,246.301,98.75158,2.09E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,251.301,98.71176,2.07E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,256.301,98.67006,2.05E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,261.301,98.62178,2.03E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,266.301,98.57548,2.01E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,271.301,98.52569,2E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,276.301,98.46813,1.98E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,281.301,98.41109,1.98E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,286.301,98.35843,1.97E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,291.301,98.29684,1.98E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,296.301,98.23992,1.98E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,301.301,98.18305,1.99E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,306.301,98.12799,2.01E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,311.301,98.07554,2.04E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,316.301,98.02442,2.08E-10,1.72E-10
2.04 wt% PET in soil,20.4,with,321.301,97.96779,2.13E-10,1.72E-10
2.04 wt% PET in soil,20.4,with,326.301,97.91731,2.2E-10,1.73E-10
2.04 wt% PET in soil,20.4,with,331.301,97.86902,2.3E-10,1.73E-10
2.04 wt% PET in soil,20.4,with,336.301,97.823,2.43E-10,1.74E-10
2.04 wt% PET in soil,20.4,with,341.301,97.77905,2.6E-10,1.74E-10
2.04 wt% PET in soil,20.4,with,346.301,97.72857,2.81E-10,1.75E-10
2.04 wt% PET in soil,20.4,with,351.301,97.67807,3.08E-10,1.75E-10
2.04 wt% PET in soil,20.4,with,356.301,97.62764,3.42E-10,1.75E-10
2.04 wt% PET in soil,20.4,with,361.301,97.57713,3.82E-10,1.75E-10
2.04 wt% PET in soil,20.4,with,366.301,97.53106,4.3E-10,1.76E-10
2.04 wt% PET in soil,20.4,with,371.301,97.48278,4.85E-10,1.76E-10
2.04 wt% PET in soil,20.4,with,376.301,97.42572,5.48E-10,1.77E-10
2.04 wt% PET in soil,20.4,with,381.301,97.36204,6.18E-10,1.78E-10
2.04 wt% PET in soil,20.4,with,386.301,97.29187,6.93E-10,1.79E-10
2.04 wt% PET in soil,20.4,with,391.301,97.20407,7.72E-10,1.81E-10
2.04 wt% PET in soil,20.4,with,396.301,97.10319,8.51E-10,1.83E-10
2.04 wt% PET in soil,20.4,with,401.301,96.97363,9.27E-10,1.85E-10
2.04 wt% PET in soil,20.4,with,406.301,96.82445,9.98E-10,1.88E-10
2.04 wt% PET in soil,20.4,with,411.301,96.66204,1.06E-09,1.92E-10
2.04 wt% PET in soil,20.4,with,416.301,96.49082,1.1E-09,1.95E-10
2.04 wt% PET in soil,20.4,with,421.301,96.31086,1.13E-09,1.98E-10
2.04 wt% PET in soil,20.4,with,426.301,96.14167,1.15E-09,2.02E-10
2.04 wt% PET in soil,20.4,with,431.301,96.01449,1.14E-09,2.04E-10
2.04 wt% PET in soil,20.4,with,436.301,95.9189,1.11E-09,2.07E-10
2.04 wt% PET in soil,20.4,with,441.301,95.84121,1.07E-09,2.08E-10
2.04 wt% PET in soil,20.4,with,446.301,95.77537,1.02E-09,2.09E-10
2.04 wt% PET in soil,20.4,with,451.301,95.7205,9.54E-10,2.08E-10
2.04 wt% PET in soil,20.4,with,456.301,95.67222,8.81E-10,2.07E-10
2.04 wt% PET in soil,20.4,with,461.301,95.62393,8.04E-10,2.05E-10
2.04 wt% PET in soil,20.4,with,466.301,95.58663,7.25E-10,2.03E-10
2.04 wt% PET in soil,20.4,with,471.301,95.54932,6.49E-10,2E-10
2.04 wt% PET in soil,20.4,with,476.301,95.51421,5.77E-10,1.96E-10
2.04 wt% PET in soil,20.4,with,481.301,95.49226,5.11E-10,1.93E-10
2.04 wt% PET in soil,20.4,with,486.301,95.45934,4.52E-10,1.89E-10
2.04 wt% PET in soil,20.4,with,491.301,95.43081,4.01E-10,1.86E-10
2.04 wt% PET in soil,20.4,with,496.301,95.40448,3.58E-10,1.82E-10
2.04 wt% PET in soil,20.4,with,501.301,95.38692,3.22E-10,1.8E-10
2.04 wt% PET in soil,20.4,with,506.301,95.36717,2.93E-10,1.77E-10
2.04 wt% PET in soil,20.4,with,511.301,95.34238,2.7E-10,1.75E-10
2.04 wt% PET in soil,20.4,with,516.301,95.32547,2.51E-10,1.74E-10
2.04 wt% PET in soil,20.4,with,521.301,95.30133,2.36E-10,1.73E-10
2.04 wt% PET in soil,20.4,with,526.301,95.28421,2.25E-10,1.72E-10
2.04 wt% PET in soil,20.4,with,531.301,95.25744,2.16E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,536.301,95.23769,2.1E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,541.301,95.22232,2.05E-10,1.71E-10
2.04 wt% PET in soil,20.4,with,546.301,95.20475,2.01E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,551.301,95.18928,1.98E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,556.301,95.16746,1.95E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,561.301,95.14332,1.94E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,566.301,95.12576,1.92E-10,1.7E-10
2.04 wt% PET in soil,20.4,with,571.301,95.1104,1.91E-10,1.69E-10
2.04 wt% PET in soil,20.4,with,576.301,95.09065,1.89E-10,1.69E-10
2.04 wt% PET in soil,20.4,with,581.301,95.07748,1.88E-10,1.69E-10
2.04 wt% PET in soil,20.4,with,586.301,95.05993,1.87E-10,1.69E-10
2.04 wt% PET in soil,20.4,with,591.301,95.04456,1.87E-10,1.68E-10
2.04 wt% PET in soil,20.4,with,596.301,95.027,1.86E-10,1.68E-10
2.04 wt% PET in soil,20.4,with,601.301,95.01384,1.85E-10,1.68E-10
2.04 wt% PET in soil,20.4,with,606.301,94.99847,1.84E-10,1.68E-10
2.04 wt% PET in soil,20.4,with,611.301,94.98311,1.84E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,616.301,94.96557,1.83E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,621.301,94.95239,1.83E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,626.301,94.93483,1.83E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,631.301,94.92825,1.82E-10,1.67E-10
2.04 wt% PET in soil,20.4,with,636.301,94.91069,1.82E-10,1.66E-10
2.04 wt% PET in soil,20.4,with,641.301,94.90411,1.83E-10,1.66E-10
2.04 wt% PET in soil,20.4,with,646.301,94.89533,1.83E-10,1.66E-10
2.04 wt% PET in soil,20.4,with,651.301,94.88217,1.83E-10,1.66E-10
2.04 wt% PET in soil,20.4,with,656.301,94.87222,1.84E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,661.301,94.8646,1.85E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,666.301,94.84924,1.86E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,671.301,94.83607,1.87E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,676.301,94.8251,1.88E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,681.301,94.81413,1.9E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,686.301,94.79876,1.91E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,691.301,94.79431,1.93E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,696.301,94.78117,1.95E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,701.301,94.77462,1.97E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,706.301,94.76365,1.99E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,711.301,94.74829,2.01E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,716.301,94.7417,2.04E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,721.301,94.71976,2.06E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,726.301,94.71098,2.08E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,731.301,94.69562,2.1E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,736.301,94.68903,2.11E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,741.301,94.67806,2.12E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,746.301,94.66709,2.13E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,751.301,94.65612,2.14E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,756.301,94.63856,2.14E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,761.301,94.62978,2.14E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,766.301,94.61881,2.13E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,771.301,94.60783,2.12E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,776.301,94.59247,2.11E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,781.301,94.58808,2.09E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,786.301,94.5815,2.07E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,791.301,94.57272,2.05E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,796.301,94.56614,2.03E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,801.301,94.55955,2E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,806.301,94.54638,1.98E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,811.301,94.53737,1.96E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,816.301,94.52663,1.94E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,821.301,94.52224,1.92E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,826.301,94.4564,1.9E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,831.301,94.41932,1.88E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,836.301,94.40373,1.86E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,841.301,94.38398,1.85E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,846.301,94.37313,1.83E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,851.301,94.25231,1.82E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,856.301,94.23445,1.81E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,861.301,94.22597,1.8E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,866.301,94.21939,1.79E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,871.301,94.2128,1.79E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,876.301,94.20841,1.78E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,881.301,94.20841,1.78E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,886.301,94.19744,1.78E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,891.301,94.18208,1.77E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,896.301,94.16233,1.77E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,901.301,94.14696,1.77E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,906.301,94.14038,1.77E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,911.301,94.12502,1.77E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,916.301,94.11843,1.76E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,921.301,94.10307,1.76E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,926.301,94.09459,1.76E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,931.301,94.07674,1.75E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,936.301,94.06357,1.75E-10,1.63E-10
2.04 wt% PET in soil,20.4,with,941.301,94.04821,1.74E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,946.301,94.03065,1.74E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,951.301,94.01309,1.73E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,956.301,93.99993,1.72E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,961.301,93.97666,1.72E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,966.301,93.96256,1.71E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,971.301,93.95384,1.7E-10,1.65E-10
2.04 wt% PET in soil,20.4,with,976.301,93.94067,1.69E-10,1.64E-10
2.04 wt% PET in soil,20.4,with,981.301,93.92976,1.69E-10,1.62E-10
2.04 wt% PET in soil,20.4,with,986.301,93.91434,1.7E-10,1.6E-10
4.44 wt% PET in soil,44.4,with,34.47,100,1.71E-10,1.57E-10
4.44 wt% PET in soil,44.4,with,39.47,100.02272,1.81E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,44.47,100.02685,1.79E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,49.47,100.03288,1.78E-10,1.72E-10
4.44 wt% PET in soil,44.4,with,54.47,100.04133,1.78E-10,1.72E-10
4.44 wt% PET in soil,44.4,with,59.47,100.04135,1.78E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,64.47,100.03513,1.77E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,69.47,100.03509,1.77E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,74.47,100.02384,1.77E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,79.47,100.01858,1.77E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,84.47,100.00586,1.77E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,89.47,99.99587,1.77E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,94.47,99.98761,1.76E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,99.47,99.97109,1.76E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,104.47,99.95664,1.76E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,109.47,99.94012,1.76E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,114.47,99.92567,1.77E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,119.47,99.91328,1.77E-10,1.68E-10
4.44 wt% PET in soil,44.4,with,124.47,99.90296,1.77E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,129.47,99.88851,1.77E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,134.47,99.87819,1.78E-10,1.69E-10
4.44 wt% PET in soil,44.4,with,139.47,99.86373,1.79E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,144.47,99.84928,1.79E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,149.47,99.84309,1.81E-10,1.7E-10
4.44 wt% PET in soil,44.4,with,154.47,99.83896,1.82E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,159.47,99.82863,1.84E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,164.47,99.81615,1.86E-10,1.71E-10
4.44 wt% PET in soil,44.4,with,169.47,99.81623,1.88E-10,1.72E-10
4.44 wt% PET in soil,44.4,with,174.47,99.80179,1.91E-10,1.72E-10
4.44 wt% PET in soil,44.4,with,179.47,99.79137,1.94E-10,1.72E-10
4.44 wt% PET in soil,44.4,with,184.47,99.78321,1.98E-10,1.72E-10
4.44 wt% PET in soil,44.4,with,189.47,99.76876,2.02E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,194.47,99.75431,2.06E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,199.47,99.74192,2.1E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,204.47,99.71508,2.13E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,209.47,99.68617,2.16E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,214.47,99.5498,2.19E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,219.47,99.2629,2.2E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,224.47,99.06677,2.21E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,229.47,99.01722,2.21E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,234.47,98.98006,2.21E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,239.47,98.94496,2.19E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,244.47,98.91812,2.18E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,249.47,98.88302,2.16E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,254.47,98.83966,2.14E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,259.47,98.79424,2.12E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,264.47,98.74851,2.1E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,269.47,98.69514,2.08E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,274.47,98.64352,2.07E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,279.47,98.58988,2.06E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,284.47,98.52921,2.06E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,289.47,98.46794,2.06E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,294.47,98.40608,2.07E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,299.47,98.35034,2.09E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,304.47,98.29253,2.13E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,309.47,98.24091,2.18E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,314.47,98.19136,2.26E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,319.47,98.13561,2.37E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,324.47,98.08196,2.52E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,329.47,98.03032,2.73E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,334.47,97.97878,3.02E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,339.47,97.92709,3.4E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,344.47,97.87754,3.89E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,349.47,97.81972,4.51E-10,1.73E-10
4.44 wt% PET in soil,44.4,with,354.47,97.76645,5.29E-10,1.74E-10
4.44 wt% PET in soil,44.4,with,359.47,97.70638,6.23E-10,1.75E-10
4.44 wt% PET in soil,44.4,with,364.47,97.64423,7.37E-10,1.77E-10
4.44 wt% PET in soil,44.4,with,369.47,97.57401,8.69E-10,1.79E-10
4.44 wt% PET in soil,44.4,with,374.47,97.49351,1.02E-09,1.83E-10
4.44 wt% PET in soil,44.4,with,379.47,97.40473,1.19E-09,1.87E-10
4.44 wt% PET in soil,44.4,with,384.47,97.29146,1.37E-09,1.92E-10
4.44 wt% PET in soil,44.4,with,389.47,97.15097,1.57E-09,1.99E-10
4.44 wt% PET in soil,44.4,with,394.47,96.96911,1.77E-09,2.07E-10
4.44 wt% PET in soil,44.4,with,399.47,96.74476,1.96E-09,2.16E-10
4.44 wt% PET in soil,44.4,with,404.47,96.47151,2.15E-09,2.27E-10
4.44 wt% PET in soil,44.4,with,409.47,96.14235,2.31E-09,2.38E-10
4.44 wt% PET in soil,44.4,with,414.47,95.78813,2.44E-09,2.51E-10
4.44 wt% PET in soil,44.4,with,419.47,95.41667,2.54E-09,2.63E-10
4.44 wt% PET in soil,44.4,with,424.47,95.05702,2.58E-09,2.75E-10
4.44 wt% PET in soil,44.4,with,429.47,94.76364,2.59E-09,2.86E-10
4.44 wt% PET in soil,44.4,with,434.47,94.55022,2.54E-09,2.96E-10
4.44 wt% PET in soil,44.4,with,439.47,94.39072,2.45E-09,3.03E-10
4.44 wt% PET in soil,44.4,with,444.47,94.27286,2.33E-09,3.07E-10
4.44 wt% PET in soil,44.4,with,449.47,94.17354,2.17E-09,3.09E-10
4.44 wt% PET in soil,44.4,with,454.47,94.09508,1.99E-09,3.07E-10
4.44 wt% PET in soil,44.4,with,459.47,94.02904,1.8E-09,3.03E-10
4.44 wt% PET in soil,44.4,with,464.47,93.96914,1.61E-09,2.96E-10
4.44 wt% PET in soil,44.4,with,469.47,93.92404,1.42E-09,2.87E-10
4.44 wt% PET in soil,44.4,with,474.47,93.88452,1.23E-09,2.77E-10
4.44 wt% PET in soil,44.4,with,479.47,93.84526,1.06E-09,2.66E-10
4.44 wt% PET in soil,44.4,with,484.47,93.81016,9.09E-10,2.54E-10
