Sample,PET,IS,Temp,TGA,mz105,mz154
2.21 wt% PET in soil,22.1,without,130.184,99.80636,1.7E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,135.184,99.79668,1.7E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,140.184,99.78313,1.69E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,145.184,99.7657,1.69E-10,1.68E-10
2.21 wt% PET in soil,22.1,without,150.184,99.76183,1.69E-10,1.68E-10
2.21 wt% PET in soil,22.1,without,155.184,99.75408,1.69E-10,1.68E-10
2.21 wt% PET in soil,22.1,without,160.184,99.7444,1.69E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,165.184,99.73473,1.69E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,170.184,99.72891,1.69E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,175.184,99.71536,1.69E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,180.184,99.70374,1.69E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,185.184,99.69212,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,190.184,99.67856,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,195.184,99.66888,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,200.184,99.65727,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,205.184,99.64371,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,210.184,99.63016,1.7E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,215.184,99.61466,1.7E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,220.184,99.59143,1.7E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,225.184,99.57394,1.7E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,230.184,99.5527,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,235.184,99.52946,1.69E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,240.184,99.50236,1.69E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,245.184,99.47909,1.69E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,250.184,99.44814,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,255.184,99.40942,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,260.184,99.37069,1.69E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,265.184,99.32808,1.69E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,270.184,99.28161,1.68E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,275.184,99.2332,1.68E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,280.184,99.18485,1.68E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,285.184,99.13638,1.67E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,290.184,99.08194,1.67E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,295.184,99.02995,1.67E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,300.184,98.98554,1.67E-10,1.61E-10
2.21 wt% PET in soil,22.1,without,305.184,98.94081,1.67E-10,1.61E-10
2.21 wt% PET in soil,22.1,without,310.184,98.89434,1.68E-10,1.6E-10
2.21 wt% PET in soil,22.1,without,315.184,98.84786,1.68E-10,1.6E-10
2.21 wt% PET in soil,22.1,without,320.184,98.80333,1.68E-10,1.6E-10
2.21 wt% PET in soil,22.1,without,325.184,98.75686,1.69E-10,1.6E-10
2.21 wt% PET in soil,22.1,without,330.184,98.71425,1.69E-10,1.6E-10
2.21 wt% PET in soil,22.1,without,335.184,98.67553,1.7E-10,1.6E-10
2.21 wt% PET in soil,22.1,without,340.184,98.63099,1.71E-10,1.61E-10
2.21 wt% PET in soil,22.1,without,345.184,98.5884,1.72E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,350.184,98.54566,1.73E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,355.184,98.4994,1.74E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,360.184,98.45672,1.75E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,365.184,98.41025,1.76E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,370.184,98.36571,1.77E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,375.184,98.31632,1.79E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,380.184,98.26115,1.81E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,385.184,98.19317,1.83E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,390.184,98.12182,1.86E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,395.184,98.0211,1.9E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,400.184,97.90094,1.95E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,405.184,97.7552,2.01E-10,1.68E-10
2.21 wt% PET in soil,22.1,without,410.184,97.5892,2.08E-10,1.69E-10
2.21 wt% PET in soil,22.1,without,415.184,97.40917,2.16E-10,1.72E-10
2.21 wt% PET in soil,22.1,without,420.184,97.21622,2.23E-10,1.75E-10
2.21 wt% PET in soil,22.1,without,425.184,97.0412,2.29E-10,1.79E-10
2.21 wt% PET in soil,22.1,without,430.184,96.89437,2.33E-10,1.84E-10
2.21 wt% PET in soil,22.1,without,435.184,96.77749,2.33E-10,1.9E-10
2.21 wt% PET in soil,22.1,without,440.184,96.69076,2.3E-10,1.94E-10
2.21 wt% PET in soil,22.1,without,445.184,96.62491,2.25E-10,1.97E-10
2.21 wt% PET in soil,22.1,without,450.184,96.56492,2.18E-10,1.98E-10
2.21 wt% PET in soil,22.1,without,455.184,96.50874,2.1E-10,1.97E-10
2.21 wt% PET in soil,22.1,without,460.184,96.46224,2.03E-10,1.93E-10
2.21 wt% PET in soil,22.1,without,465.184,96.42355,1.96E-10,1.89E-10
2.21 wt% PET in soil,22.1,without,470.184,96.38482,1.9E-10,1.84E-10
2.21 wt% PET in soil,22.1,without,475.184,96.34996,1.85E-10,1.79E-10
2.21 wt% PET in soil,22.1,without,480.184,96.31898,1.81E-10,1.76E-10
2.21 wt% PET in soil,22.1,without,485.184,96.29013,1.78E-10,1.73E-10
2.21 wt% PET in soil,22.1,without,490.184,96.26288,1.76E-10,1.71E-10
2.21 wt% PET in soil,22.1,without,495.184,96.22991,1.75E-10,1.7E-10
2.21 wt% PET in soil,22.1,without,500.184,96.20685,1.74E-10,1.69E-10
2.21 wt% PET in soil,22.1,without,505.184,96.19312,1.73E-10,1.68E-10
2.21 wt% PET in soil,22.1,without,510.184,96.16863,1.73E-10,1.68E-10
2.21 wt% PET in soil,22.1,without,515.184,96.15052,1.73E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,520.184,96.13115,1.72E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,525.184,96.10404,1.72E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,530.184,96.08468,1.72E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,535.184,96.06919,1.72E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,540.184,96.04983,1.71E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,545.184,96.03434,1.71E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,550.184,96.01884,1.7E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,555.184,96.00143,1.7E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,560.184,95.9879,1.69E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,565.184,95.9685,1.69E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,570.184,95.94914,1.68E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,575.184,95.92982,1.68E-10,1.67E-10
2.21 wt% PET in soil,22.1,without,580.184,95.91234,1.68E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,585.184,95.89879,1.69E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,590.184,95.88524,1.7E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,595.184,95.87555,1.71E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,600.184,95.85813,1.72E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,605.184,95.8407,1.72E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,610.184,95.82333,1.72E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,615.184,95.81165,1.71E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,620.184,95.79616,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,625.184,95.78067,1.69E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,630.184,95.77874,1.68E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,635.184,95.75937,1.67E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,640.184,95.74958,1.67E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,645.184,95.73807,1.67E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,650.184,95.7285,1.67E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,655.184,95.72258,1.68E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,660.184,95.70709,1.69E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,665.184,95.69547,1.69E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,670.184,95.68385,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,675.184,95.66836,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,680.184,95.66063,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,685.184,95.649,1.7E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,690.184,95.63545,1.7E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,695.184,95.61995,1.71E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,700.184,95.60834,1.71E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,705.184,95.59672,1.72E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,710.184,95.58704,1.72E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,715.184,95.58123,1.72E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,720.184,95.57929,1.72E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,725.184,95.56186,1.72E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,730.184,95.54637,1.71E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,735.184,95.53863,1.7E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,740.184,95.52314,1.69E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,745.184,95.51926,1.68E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,750.184,95.51172,1.67E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,755.184,95.49215,1.66E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,760.184,95.48054,1.66E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,765.184,95.47279,1.65E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,770.184,95.46505,1.65E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,775.184,95.45343,1.66E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,780.184,95.44181,1.67E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,785.184,95.42438,1.68E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,790.184,95.41857,1.7E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,795.184,95.40502,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,800.184,95.39534,1.71E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,805.184,95.38953,1.72E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,810.184,95.37791,1.72E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,815.184,95.37015,1.72E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,820.184,95.35661,1.71E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,825.184,95.34499,1.71E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,830.184,95.33337,1.71E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,835.184,95.32369,1.71E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,840.184,95.31207,1.71E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,845.184,95.29853,1.71E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,850.184,95.28303,1.72E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,855.184,95.27335,1.72E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,860.184,95.2656,1.72E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,865.184,95.25979,1.72E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,870.184,95.25205,1.72E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,875.184,95.2443,1.72E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,880.184,95.23656,1.72E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,885.184,95.22687,1.72E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,890.184,95.20751,1.72E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,895.184,95.19589,1.72E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,900.184,95.1804,1.72E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,905.184,95.17072,1.71E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,910.184,95.16574,1.7E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,915.184,95.15523,1.7E-10,1.66E-10
2.21 wt% PET in soil,22.1,without,920.184,95.1378,1.69E-10,1.65E-10
2.21 wt% PET in soil,22.1,without,925.184,95.12618,1.69E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,930.184,95.11449,1.69E-10,1.64E-10
2.21 wt% PET in soil,22.1,without,935.184,95.10682,1.69E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,940.184,95.09334,1.69E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,945.184,95.07971,1.7E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,950.184,95.06809,1.71E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,955.184,95.04873,1.71E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,960.184,95.03324,1.71E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,965.184,95.01775,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,970.184,95.00419,1.7E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,975.184,94.99645,1.69E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,980.184,94.97321,1.69E-10,1.63E-10
2.21 wt% PET in soil,22.1,without,985.184,94.97127,1.68E-10,1.62E-10
2.21 wt% PET in soil,22.1,without,990.184,94.95385,1.68E-10,1.61E-10
2.21 wt% PET in soil,22.1,without,995.184,94.94223,1.71E-10,1.59E-10
4.18 wt% PET in soil,41.8,without,34.548,100,1.7E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,39.548,100.00487,1.75E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,44.548,100.01,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,49.548,100.01001,1.78E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,54.548,100.01,1.78E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,59.548,100.00802,1.78E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,64.548,100.00026,1.78E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,69.548,99.98399,1.78E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,74.548,99.97197,1.78E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,79.548,99.95816,1.77E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,84.548,99.94595,1.77E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,89.548,99.93194,1.76E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,94.548,99.91392,1.76E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,99.548,99.8919,1.76E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,104.548,99.87789,1.75E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,109.548,99.85987,1.75E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,114.548,99.84386,1.75E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,119.548,99.82784,1.75E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,124.548,99.81183,1.74E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,129.548,99.79782,1.74E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,134.548,99.7818,1.74E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,139.548,99.76579,1.73E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,144.548,99.74977,1.73E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,149.548,99.73776,1.73E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,154.548,99.73175,1.73E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,159.548,99.72175,1.73E-10,1.74E-10
4.18 wt% PET in soil,41.8,without,164.548,99.70974,1.73E-10,1.74E-10
4.18 wt% PET in soil,41.8,without,169.548,99.70173,1.74E-10,1.74E-10
4.18 wt% PET in soil,41.8,without,174.548,99.68772,1.74E-10,1.74E-10
4.18 wt% PET in soil,41.8,without,179.548,99.6757,1.75E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,184.548,99.6677,1.76E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,189.548,99.65168,1.76E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,194.548,99.63767,1.76E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,199.548,99.62966,1.77E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,204.548,99.60764,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,209.548,99.59363,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,214.548,99.57762,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,219.548,99.55359,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,224.548,99.53558,1.76E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,229.548,99.51756,1.76E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,234.548,99.48353,1.76E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,239.548,99.45751,1.76E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,244.548,99.42948,1.75E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,249.548,99.38944,1.75E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,254.548,99.34741,1.75E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,259.548,99.30534,1.75E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,264.548,99.25734,1.75E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,269.548,99.20327,1.76E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,274.548,99.14723,1.76E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,279.548,99.09718,1.76E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,284.548,99.04001,1.76E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,289.548,98.98708,1.76E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,294.548,98.92702,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,299.548,98.87498,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,304.548,98.81891,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,309.548,98.76687,1.78E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,314.548,98.72086,1.78E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,319.548,98.66679,1.78E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,324.548,98.61675,1.78E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,329.548,98.56869,1.78E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,334.548,98.52466,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,339.548,98.47261,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,344.548,98.42457,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,349.548,98.36651,1.78E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,354.548,98.30846,1.79E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,359.548,98.25242,1.8E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,364.548,98.19237,1.81E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,369.548,98.13028,1.82E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,374.548,98.05226,1.84E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,379.548,97.96008,1.86E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,384.548,97.85604,1.9E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,389.548,97.71585,1.94E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,394.548,97.5538,1.99E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,399.548,97.3427,2.06E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,404.548,97.08716,2.15E-10,1.74E-10
4.18 wt% PET in soil,41.8,without,409.548,96.8048,2.24E-10,1.75E-10
4.18 wt% PET in soil,41.8,without,414.548,96.48244,2.34E-10,1.77E-10
4.18 wt% PET in soil,41.8,without,419.548,96.15472,2.44E-10,1.81E-10
4.18 wt% PET in soil,41.8,without,424.548,95.84879,2.53E-10,1.87E-10
4.18 wt% PET in soil,41.8,without,429.548,95.59578,2.59E-10,1.95E-10
4.18 wt% PET in soil,41.8,without,434.548,95.40585,2.62E-10,2.04E-10
4.18 wt% PET in soil,41.8,without,439.548,95.2616,2.61E-10,2.13E-10
4.18 wt% PET in soil,41.8,without,444.548,95.14958,2.57E-10,2.21E-10
4.18 wt% PET in soil,41.8,without,449.548,95.05146,2.5E-10,2.25E-10
4.18 wt% PET in soil,41.8,without,454.548,94.98143,2.41E-10,2.25E-10
4.18 wt% PET in soil,41.8,without,459.548,94.91537,2.31E-10,2.22E-10
4.18 wt% PET in soil,41.8,without,464.548,94.8597,2.21E-10,2.17E-10
4.18 wt% PET in soil,41.8,without,469.548,94.81328,2.12E-10,2.1E-10
4.18 wt% PET in soil,41.8,without,474.548,94.76942,2.05E-10,2.03E-10
4.18 wt% PET in soil,41.8,without,479.548,94.7312,1.99E-10,1.97E-10
4.18 wt% PET in soil,41.8,without,484.548,94.69517,1.95E-10,1.91E-10
4.18 wt% PET in soil,41.8,without,489.548,94.66515,1.91E-10,1.87E-10
4.18 wt% PET in soil,41.8,without,494.548,94.62911,1.89E-10,1.83E-10
4.18 wt% PET in soil,41.8,without,499.548,94.60109,1.87E-10,1.81E-10
4.18 wt% PET in soil,41.8,without,504.548,94.57907,1.86E-10,1.8E-10
4.18 wt% PET in soil,41.8,without,509.548,94.55104,1.85E-10,1.79E-10
4.18 wt% PET in soil,41.8,without,514.548,94.53102,1.84E-10,1.79E-10
4.18 wt% PET in soil,41.8,without,519.548,94.509,1.83E-10,1.79E-10
4.18 wt% PET in soil,41.8,without,524.548,94.47898,1.83E-10,1.78E-10
4.18 wt% PET in soil,41.8,without,529.548,94.45896,1.82E-10,1.77E-10
4.18 wt% PET in soil,41.8,without,534.548,94.44098,1.82E-10,1.76E-10
4.18 wt% PET in soil,41.8,without,539.548,94.42492,1.82E-10,1.75E-10
4.18 wt% PET in soil,41.8,without,544.548,94.40291,1.82E-10,1.74E-10
4.18 wt% PET in soil,41.8,without,549.548,94.37888,1.82E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,554.548,94.35686,1.81E-10,1.73E-10
4.18 wt% PET in soil,41.8,without,559.548,94.34085,1.81E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,564.548,94.31683,1.8E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,569.548,94.29682,1.8E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,574.548,94.27079,1.79E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,579.548,94.25277,1.78E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,584.548,94.23676,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,589.548,94.21674,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,594.548,94.20112,1.76E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,599.548,94.18481,1.76E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,604.548,94.16069,1.76E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,609.548,94.14667,1.76E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,614.548,94.13066,1.76E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,619.548,94.11464,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,624.548,94.09464,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,629.548,94.08653,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,634.548,94.07181,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,639.548,94.05259,1.77E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,644.548,94.04658,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,649.548,94.03457,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,654.548,94.01856,1.77E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,659.548,94.00254,1.76E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,664.548,93.99854,1.76E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,669.548,93.98853,1.75E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,674.548,93.97251,1.75E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,679.548,93.9585,1.75E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,684.548,93.94449,1.75E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,689.548,93.93247,1.76E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,694.548,93.91447,1.76E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,699.548,93.91046,1.76E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,704.548,93.89645,1.77E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,709.548,93.87843,1.78E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,714.548,93.86842,1.8E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,719.548,93.86842,1.81E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,724.548,93.8464,1.81E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,729.548,93.8345,1.82E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,734.548,93.81237,1.82E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,739.548,93.81037,1.81E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,744.548,93.80036,1.81E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,749.548,93.78835,1.81E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,754.548,93.77598,1.81E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,759.548,93.76433,1.81E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,764.548,93.74431,1.81E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,769.548,93.7363,1.81E-10,1.72E-10
4.18 wt% PET in soil,41.8,without,774.548,93.72629,1.8E-10,1.71E-10
4.18 wt% PET in soil,41.8,without,779.548,93.71428,1.8E-10,1.7E-10
4.18 wt% PET in soil,41.8,without,784.548,93.70027,1.8E-10,1.69E-10
4.18 wt% PET in soil,41.8,without,789.548,93.69426,1.79E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,794.548,93.68225,1.78E-10,1.68E-10
4.18 wt% PET in soil,41.8,without,799.548,93.66796,1.78E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,804.548,93.64622,1.77E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,809.548,93.65044,1.77E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,814.548,93.63821,1.76E-10,1.67E-10
4.18 wt% PET in soil,41.8,without,819.548,93.6281,1.76E-10,1.67E-10
