Sample,Cys,Temp,TGA,mz33
0.59% CYS in soil,5.9,981,95.65172,3.64E-09
0.59% CYS in soil,5.9,986,95.63222,3.64E-09
0.59% CYS in soil,5.9,991,95.61487,3.63E-09
0.95% CYS in soil,9.5,36,100,3.50E-09
0.95% CYS in soil,9.5,41,100.03287,3.53E-09
0.95% CYS in soil,9.5,46,100.04494,3.54E-09
0.95% CYS in soil,9.5,51,100.05244,3.54E-09
0.95% CYS in soil,9.5,56,100.0603,3.55E-09
0.95% CYS in soil,9.5,61,100.06228,3.55E-09
0.95% CYS in soil,9.5,66,100.06033,3.55E-09
0.95% CYS in soil,9.5,71,100.05447,3.55E-09
0.95% CYS in soil,9.5,76,100.04865,3.55E-09
0.95% CYS in soil,9.5,81,100.04282,3.55E-09
0.95% CYS in soil,9.5,86,100.03309,3.54E-09
0.95% CYS in soil,9.5,91,100.0253,3.54E-09
0.95% CYS in soil,9.5,96,100.01753,3.54E-09
0.95% CYS in soil,9.5,101,99.99631,3.53E-09
0.95% CYS in soil,9.5,106,99.98054,3.53E-09
0.95% CYS in soil,9.5,111,99.96886,3.52E-09
0.95% CYS in soil,9.5,116,99.95524,3.52E-09
0.95% CYS in soil,9.5,121,99.94161,3.52E-09
0.95% CYS in soil,9.5,126,99.92993,3.51E-09
0.95% CYS in soil,9.5,131,99.91826,3.51E-09
0.95% CYS in soil,9.5,136,99.90074,3.50E-09
0.95% CYS in soil,9.5,141,99.89101,3.50E-09
0.95% CYS in soil,9.5,146,99.87544,3.50E-09
0.95% CYS in soil,9.5,151,99.86571,3.51E-09
0.95% CYS in soil,9.5,156,99.85403,3.53E-09
0.95% CYS in soil,9.5,161,99.8443,3.56E-09
0.95% CYS in soil,9.5,166,99.83846,3.64E-09
0.95% CYS in soil,9.5,171,99.82873,3.79E-09
0.95% CYS in soil,9.5,176,99.81705,4.06E-09
0.95% CYS in soil,9.5,181,99.80537,4.48E-09
0.95% CYS in soil,9.5,186,99.79759,5.09E-09
0.95% CYS in soil,9.5,191,99.77615,5.90E-09
0.95% CYS in soil,9.5,196,99.76442,6.86E-09
0.95% CYS in soil,9.5,201,99.75087,7.87E-09
0.95% CYS in soil,9.5,206,99.72543,8.80E-09
0.95% CYS in soil,9.5,211,99.69441,9.52E-09
0.95% CYS in soil,9.5,216,99.57146,9.88E-09
0.95% CYS in soil,9.5,221,99.26435,9.82E-09
0.95% CYS in soil,9.5,226,99.04826,9.35E-09
0.95% CYS in soil,9.5,231,98.97038,8.59E-09
0.95% CYS in soil,9.5,236,98.93533,7.66E-09
0.95% CYS in soil,9.5,241,98.90229,6.72E-09
0.95% CYS in soil,9.5,246,98.87504,5.88E-09
0.95% CYS in soil,9.5,251,98.83846,5.21E-09
0.95% CYS in soil,9.5,256,98.81082,4.72E-09
0.95% CYS in soil,9.5,261,98.76372,4.39E-09
0.95% CYS in soil,9.5,266,98.72517,4.18E-09
0.95% CYS in soil,9.5,271,98.67262,4.05E-09
0.95% CYS in soil,9.5,276,98.62592,3.97E-09
0.95% CYS in soil,9.5,281,98.57531,3.93E-09
0.95% CYS in soil,9.5,286,98.5247,3.89E-09
0.95% CYS in soil,9.5,291,98.47216,3.87E-09
0.95% CYS in soil,9.5,296,98.41964,3.85E-09
0.95% CYS in soil,9.5,301,98.36706,3.83E-09
0.95% CYS in soil,9.5,306,98.31456,3.82E-09
0.95% CYS in soil,9.5,311,98.27363,3.80E-09
0.95% CYS in soil,9.5,316,98.22692,3.78E-09
0.95% CYS in soil,9.5,321,98.18022,3.77E-09
0.95% CYS in soil,9.5,326,98.1334,3.75E-09
0.95% CYS in soil,9.5,331,98.08673,3.73E-09
0.95% CYS in soil,9.5,336,98.04592,3.71E-09
0.95% CYS in soil,9.5,341,98.00299,3.69E-09
0.95% CYS in soil,9.5,346,97.95834,3.66E-09
0.95% CYS in soil,9.5,351,97.91941,3.64E-09
0.95% CYS in soil,9.5,356,97.88243,3.62E-09
0.95% CYS in soil,9.5,361,97.83957,3.59E-09
0.95% CYS in soil,9.5,366,97.79874,3.57E-09
0.95% CYS in soil,9.5,371,97.7676,3.55E-09
0.95% CYS in soil,9.5,376,97.73647,3.53E-09
0.95% CYS in soil,9.5,381,97.70337,3.51E-09
0.95% CYS in soil,9.5,386,97.67612,3.50E-09
0.95% CYS in soil,9.5,391,97.64498,3.49E-09
0.95% CYS in soil,9.5,396,97.61968,3.48E-09
0.95% CYS in soil,9.5,401,97.58464,3.47E-09
0.95% CYS in soil,9.5,406,97.56139,3.47E-09
0.95% CYS in soil,9.5,411,97.53015,3.46E-09
0.95% CYS in soil,9.5,416,97.5029,3.45E-09
0.95% CYS in soil,9.5,421,97.47371,3.45E-09
0.95% CYS in soil,9.5,426,97.44256,3.44E-09
0.95% CYS in soil,9.5,431,97.42505,3.43E-09
0.95% CYS in soil,9.5,436,97.39585,3.43E-09
0.95% CYS in soil,9.5,441,97.3725,3.42E-09
0.95% CYS in soil,9.5,446,97.35304,3.41E-09
0.95% CYS in soil,9.5,451,97.32437,3.41E-09
0.95% CYS in soil,9.5,456,97.30438,3.41E-09
0.95% CYS in soil,9.5,461,97.28294,3.40E-09
0.95% CYS in soil,9.5,466,97.26351,3.40E-09
0.95% CYS in soil,9.5,471,97.2421,3.40E-09
0.95% CYS in soil,9.5,476,97.22263,3.40E-09
0.95% CYS in soil,9.5,481,97.20317,3.39E-09
0.95% CYS in soil,9.5,486,97.17787,3.39E-09
0.95% CYS in soil,9.5,491,97.15841,3.39E-09
0.95% CYS in soil,9.5,496,97.14283,3.39E-09
0.95% CYS in soil,9.5,501,97.12535,3.39E-09
0.95% CYS in soil,9.5,506,97.11363,3.39E-09
0.95% CYS in soil,9.5,511,97.10389,3.38E-09
0.95% CYS in soil,9.5,516,97.09223,3.38E-09
0.95% CYS in soil,9.5,521,97.0708,3.38E-09
0.95% CYS in soil,9.5,526,97.05136,3.38E-09
0.95% CYS in soil,9.5,531,97.03968,3.38E-09
0.95% CYS in soil,9.5,536,97.01824,3.37E-09
0.95% CYS in soil,9.5,541,96.99451,3.37E-09
0.95% CYS in soil,9.5,546,96.98129,3.37E-09
0.95% CYS in soil,9.5,551,96.96377,3.37E-09
0.95% CYS in soil,9.5,556,96.95599,3.37E-09
0.95% CYS in soil,9.5,561,96.94431,3.37E-09
0.95% CYS in soil,9.5,566,96.9229,3.37E-09
0.95% CYS in soil,9.5,571,96.91609,3.37E-09
0.95% CYS in soil,9.5,576,96.89371,3.37E-09
0.95% CYS in soil,9.5,581,96.87815,3.36E-09
0.95% CYS in soil,9.5,586,96.86451,3.36E-09
0.95% CYS in soil,9.5,591,96.85478,3.36E-09
0.95% CYS in soil,9.5,596,96.847,3.36E-09
0.95% CYS in soil,9.5,601,96.83337,3.36E-09
0.95% CYS in soil,9.5,606,96.8178,3.37E-09
0.95% CYS in soil,9.5,611,96.80807,3.37E-09
0.95% CYS in soil,9.5,616,96.79056,3.37E-09
0.95% CYS in soil,9.5,621,96.77498,3.38E-09
0.95% CYS in soil,9.5,626,96.76136,3.38E-09
0.95% CYS in soil,9.5,631,96.74754,3.38E-09
0.95% CYS in soil,9.5,636,96.73606,3.38E-09
0.95% CYS in soil,9.5,641,96.72049,3.38E-09
0.95% CYS in soil,9.5,646,96.7166,3.37E-09
0.95% CYS in soil,9.5,651,96.70881,3.36E-09
0.95% CYS in soil,9.5,656,96.69519,3.36E-09
0.95% CYS in soil,9.5,661,96.6874,3.35E-09
0.95% CYS in soil,9.5,666,96.67962,3.35E-09
0.95% CYS in soil,9.5,671,96.67376,3.34E-09
0.95% CYS in soil,9.5,676,96.65626,3.34E-09
0.95% CYS in soil,9.5,681,96.64653,3.34E-09
0.95% CYS in soil,9.5,686,96.6368,3.35E-09
0.95% CYS in soil,9.5,691,96.61344,3.35E-09
0.95% CYS in soil,9.5,696,96.60176,3.36E-09
0.95% CYS in soil,9.5,701,96.59398,3.36E-09
0.95% CYS in soil,9.5,706,96.58814,3.37E-09
0.95% CYS in soil,9.5,711,96.56867,3.37E-09
0.95% CYS in soil,9.5,716,96.56089,3.37E-09
0.95% CYS in soil,9.5,721,96.55116,3.37E-09
0.95% CYS in soil,9.5,726,96.52801,3.38E-09
0.95% CYS in soil,9.5,731,96.52391,3.38E-09
0.95% CYS in soil,9.5,736,96.51613,3.37E-09
0.95% CYS in soil,9.5,741,96.51225,3.37E-09
0.95% CYS in soil,9.5,746,96.50056,3.37E-09
0.95% CYS in soil,9.5,751,96.49472,3.37E-09
0.95% CYS in soil,9.5,756,96.47526,3.36E-09
0.95% CYS in soil,9.5,761,96.46552,3.36E-09
0.95% CYS in soil,9.5,766,96.45774,3.36E-09
0.95% CYS in soil,9.5,771,96.44022,3.36E-09
0.95% CYS in soil,9.5,776,96.42445,3.36E-09
0.95% CYS in soil,9.5,781,96.42079,3.36E-09
0.95% CYS in soil,9.5,786,96.40908,3.37E-09
0.95% CYS in soil,9.5,791,96.4013,3.37E-09
0.95% CYS in soil,9.5,796,96.38767,3.38E-09
0.95% CYS in soil,9.5,801,96.38183,3.38E-09
0.95% CYS in soil,9.5,806,96.36527,3.38E-09
0.95% CYS in soil,9.5,811,96.36237,3.39E-09
0.95% CYS in soil,9.5,816,96.35459,3.39E-09
0.95% CYS in soil,9.5,821,96.3468,3.39E-09
0.95% CYS in soil,9.5,826,96.33317,3.40E-09
0.95% CYS in soil,9.5,831,96.31957,3.40E-09
0.95% CYS in soil,9.5,836,96.31307,3.40E-09
0.95% CYS in soil,9.5,841,96.30203,3.41E-09
0.95% CYS in soil,9.5,846,96.28646,3.41E-09
0.95% CYS in soil,9.5,851,96.28062,3.42E-09
0.95% CYS in soil,9.5,856,96.27284,3.43E-09
0.95% CYS in soil,9.5,861,96.27089,3.43E-09
0.95% CYS in soil,9.5,866,96.26311,3.44E-09
0.95% CYS in soil,9.5,871,96.22418,3.45E-09
0.95% CYS in soil,9.5,876,96.17747,3.45E-09
0.95% CYS in soil,9.5,881,96.17163,3.46E-09
0.95% CYS in soil,9.5,886,96.15606,3.47E-09
0.95% CYS in soil,9.5,891,96.14633,3.47E-09
0.95% CYS in soil,9.5,896,96.12881,3.48E-09
0.95% CYS in soil,9.5,901,96.12707,3.48E-09
0.95% CYS in soil,9.5,906,96.11519,3.49E-09
0.95% CYS in soil,9.5,911,96.10157,3.49E-09
0.95% CYS in soil,9.5,916,96.09378,3.50E-09
0.95% CYS in soil,9.5,921,96.08405,3.51E-09
0.95% CYS in soil,9.5,926,96.07237,3.52E-09
0.95% CYS in soil,9.5,931,96.05875,3.53E-09
0.95% CYS in soil,9.5,936,96.04513,3.54E-09
0.95% CYS in soil,9.5,941,96.03928,3.55E-09
0.95% CYS in soil,9.5,946,96.02761,3.56E-09
0.95% CYS in soil,9.5,951,96.01593,3.57E-09
0.95% CYS in soil,9.5,956,95.99841,3.57E-09
0.95% CYS in soil,9.5,961,95.98868,3.58E-09
0.95% CYS in soil,9.5,966,95.97506,3.58E-09
0.95% CYS in soil,9.5,971,95.96143,3.59E-09
0.95% CYS in soil,9.5,976,95.94392,3.59E-09
0.95% CYS in soil,9.5,981,95.93224,3.60E-09
0.95% CYS in soil,9.5,986,95.92839,3.61E-09
0.95% CYS in soil,9.5,991,95.90499,3.62E-09
1.46% CYS in soil,14.6,36,100,3.38E-09
1.46% CYS in soil,14.6,41,100.02819,3.47E-09
1.46% CYS in soil,14.6,46,100.0344,3.48E-09
1.46% CYS in soil,14.6,51,100.04001,3.49E-09
1.46% CYS in soil,14.6,56,100.04391,3.49E-09
1.46% CYS in soil,14.6,61,100.04802,3.50E-09
1.46% CYS in soil,14.6,66,100.04401,3.50E-09
1.46% CYS in soil,14.6,71,100.038,3.50E-09
1.46% CYS in soil,14.6,76,100.03603,3.50E-09
1.46% CYS in soil,14.6,81,100.03142,3.50E-09
1.46% CYS in soil,14.6,86,100.02027,3.50E-09
1.46% CYS in soil,14.6,91,100.01201,3.49E-09
1.46% CYS in soil,14.6,96,99.99804,3.49E-09
1.46% CYS in soil,14.6,101,99.97999,3.49E-09
1.46% CYS in soil,14.6,106,99.96398,3.49E-09
1.46% CYS in soil,14.6,111,99.94997,3.49E-09
1.46% CYS in soil,14.6,116,99.93396,3.49E-09
1.46% CYS in soil,14.6,121,99.91796,3.49E-09
1.46% CYS in soil,14.6,126,99.90195,3.49E-09
1.46% CYS in soil,14.6,131,99.89023,3.48E-09
1.46% CYS in soil,14.6,136,99.87393,3.48E-09
1.46% CYS in soil,14.6,141,99.85592,3.48E-09
1.46% CYS in soil,14.6,146,99.83991,3.48E-09
1.46% CYS in soil,14.6,151,99.82591,3.50E-09
1.46% CYS in soil,14.6,156,99.8139,3.53E-09
1.46% CYS in soil,14.6,161,99.80589,3.59E-09
1.46% CYS in soil,14.6,166,99.79589,3.73E-09
1.46% CYS in soil,14.6,171,99.78789,3.98E-09
1.46% CYS in soil,14.6,176,99.77788,4.43E-09
1.46% CYS in soil,14.6,181,99.76787,5.13E-09
1.46% CYS in soil,14.6,186,99.74785,6.15E-09
1.46% CYS in soil,14.6,191,99.73386,7.49E-09
1.46% CYS in soil,14.6,196,99.72185,9.08E-09
1.46% CYS in soil,14.6,201,99.70584,1.08E-08
1.46% CYS in soil,14.6,206,99.67983,1.23E-08
1.46% CYS in soil,14.6,211,99.64381,1.35E-08
1.46% CYS in soil,14.6,216,99.42198,1.41E-08
1.46% CYS in soil,14.6,221,98.98001,1.39E-08
1.46% CYS in soil,14.6,226,98.62506,1.31E-08
1.46% CYS in soil,14.6,231,98.53921,1.18E-08
1.46% CYS in soil,14.6,236,98.48497,1.03E-08
1.46% CYS in soil,14.6,241,98.45316,8.67E-09
1.46% CYS in soil,14.6,246,98.40914,7.27E-09
1.46% CYS in soil,14.6,251,98.37112,6.16E-09
1.46% CYS in soil,14.6,256,98.3331,5.35E-09
1.46% CYS in soil,14.6,261,98.2871,4.81E-09
1.46% CYS in soil,14.6,266,98.23704,4.46E-09
1.46% CYS in soil,14.6,271,98.18304,4.26E-09
1.46% CYS in soil,14.6,276,98.12893,4.14E-09
1.46% CYS in soil,14.6,281,98.06695,4.08E-09
1.46% CYS in soil,14.6,286,98.00692,4.04E-09
1.46% CYS in soil,14.6,291,97.94288,4.01E-09
1.46% CYS in soil,14.6,296,97.88085,3.99E-09
1.46% CYS in soil,14.6,301,97.81882,3.97E-09
1.46% CYS in soil,14.6,306,97.76479,3.95E-09
1.46% CYS in soil,14.6,311,97.70877,3.93E-09
1.46% CYS in soil,14.6,316,97.65473,3.91E-09
1.46% CYS in soil,14.6,321,97.5987,3.89E-09
1.46% CYS in soil,14.6,326,97.54669,3.86E-09
1.46% CYS in soil,14.6,331,97.49469,3.84E-09
1.46% CYS in soil,14.6,336,97.45062,3.81E-09
1.46% CYS in soil,14.6,341,97.39894,3.78E-09
1.46% CYS in soil,14.6,346,97.35256,3.75E-09
1.46% CYS in soil,14.6,351,97.30854,3.72E-09
1.46% CYS in soil,14.6,356,97.26241,3.69E-09
1.46% CYS in soil,14.6,361,97.21251,3.66E-09
1.46% CYS in soil,14.6,366,97.17447,3.64E-09
1.46% CYS in soil,14.6,371,97.13445,3.61E-09
1.46% CYS in soil,14.6,376,97.09242,3.58E-09
1.46% CYS in soil,14.6,381,97.05438,3.56E-09
1.46% CYS in soil,14.6,386,97.02033,3.54E-09
1.46% CYS in soil,14.6,391,96.98837,3.52E-09
1.46% CYS in soil,14.6,396,96.95435,3.51E-09
1.46% CYS in soil,14.6,401,96.92233,3.50E-09
1.46% CYS in soil,14.6,406,96.88558,3.49E-09
1.46% CYS in soil,14.6,411,96.84229,3.48E-09
1.46% CYS in soil,14.6,416,96.82028,3.48E-09
1.46% CYS in soil,14.6,421,96.78404,3.47E-09
1.46% CYS in soil,14.6,426,96.75621,3.47E-09
1.46% CYS in soil,14.6,431,96.72222,3.46E-09
1.46% CYS in soil,14.6,436,96.69621,3.46E-09
1.46% CYS in soil,14.6,441,96.6722,3.45E-09
1.46% CYS in soil,14.6,446,96.64818,3.44E-09
1.46% CYS in soil,14.6,451,96.62217,3.43E-09
1.46% CYS in soil,14.6,456,96.59415,3.43E-09
1.46% CYS in soil,14.6,461,96.57014,3.43E-09
1.46% CYS in soil,14.6,466,96.55013,3.42E-09
1.46% CYS in soil,14.6,471,96.52117,3.42E-09
1.46% CYS in soil,14.6,476,96.4941,3.42E-09
1.46% CYS in soil,14.6,481,96.47609,3.42E-09
1.46% CYS in soil,14.6,486,96.45408,3.42E-09
1.46% CYS in soil,14.6,491,96.44007,3.42E-09
1.46% CYS in soil,14.6,496,96.41806,3.42E-09
1.46% CYS in soil,14.6,501,96.40005,3.42E-09
1.46% CYS in soil,14.6,506,96.38404,3.41E-09
1.46% CYS in soil,14.6,511,96.36803,3.41E-09
1.46% CYS in soil,14.6,516,96.35202,3.41E-09
1.46% CYS in soil,14.6,521,96.34002,3.41E-09
1.46% CYS in soil,14.6,526,96.316,3.40E-09
1.46% CYS in soil,14.6,531,96.29999,3.40E-09
1.46% CYS in soil,14.6,536,96.28198,3.40E-09
1.46% CYS in soil,14.6,541,96.26998,3.40E-09
1.46% CYS in soil,14.6,546,96.25997,3.39E-09
1.46% CYS in soil,14.6,551,96.24392,3.39E-09
1.46% CYS in soil,14.6,556,96.22997,3.39E-09
1.46% CYS in soil,14.6,561,96.20995,3.38E-09
1.46% CYS in soil,14.6,566,96.18593,3.38E-09
1.46% CYS in soil,14.6,571,96.17797,3.37E-09
1.46% CYS in soil,14.6,576,96.15592,3.37E-09
1.46% CYS in soil,14.6,581,96.14991,3.36E-09
1.46% CYS in soil,14.6,586,96.1339,3.36E-09
1.46% CYS in soil,14.6,591,96.11589,3.36E-09
1.46% CYS in soil,14.6,596,96.10403,3.35E-09
1.46% CYS in soil,14.6,601,96.08388,3.35E-09
1.46% CYS in soil,14.6,606,96.07587,3.36E-09
1.46% CYS in soil,14.6,611,96.05802,3.36E-09
1.46% CYS in soil,14.6,616,96.04785,3.36E-09
1.46% CYS in soil,14.6,621,96.03185,3.36E-09
1.46% CYS in soil,14.6,626,96.01184,3.36E-09
1.46% CYS in soil,14.6,631,96.00984,3.36E-09
1.46% CYS in soil,14.6,636,95.99783,3.37E-09
1.46% CYS in soil,14.6,641,95.98382,3.37E-09
1.46% CYS in soil,14.6,646,95.97782,3.37E-09
1.46% CYS in soil,14.6,651,95.96581,3.37E-09
1.46% CYS in soil,14.6,656,95.9458,3.37E-09
1.46% CYS in soil,14.6,661,95.9358,3.37E-09
1.46% CYS in soil,14.6,666,95.9358,3.37E-09
1.46% CYS in soil,14.6,671,95.91979,3.37E-09
1.46% CYS in soil,14.6,676,95.90378,3.36E-09
1.46% CYS in soil,14.6,681,95.88977,3.36E-09
1.46% CYS in soil,14.6,686,95.87375,3.36E-09
1.46% CYS in soil,14.6,691,95.86376,3.36E-09
1.46% CYS in soil,14.6,696,95.84975,3.36E-09
1.46% CYS in soil,14.6,701,95.83774,3.36E-09
1.46% CYS in soil,14.6,706,95.82774,3.36E-09
1.46% CYS in soil,14.6,711,95.80773,3.36E-09
1.46% CYS in soil,14.6,716,95.80457,3.36E-09
1.46% CYS in soil,14.6,721,95.79572,3.36E-09
1.46% CYS in soil,14.6,726,95.77172,3.36E-09
1.46% CYS in soil,14.6,731,95.7637,3.36E-09
1.46% CYS in soil,14.6,736,95.7497,3.36E-09
1.46% CYS in soil,14.6,741,95.73769,3.36E-09
1.46% CYS in soil,14.6,746,95.7277,3.36E-09
1.46% CYS in soil,14.6,751,95.7273,3.36E-09
1.46% CYS in soil,14.6,756,95.69967,3.36E-09
1.46% CYS in soil,14.6,761,95.68766,3.36E-09
1.46% CYS in soil,14.6,766,95.68366,3.36E-09
1.46% CYS in soil,14.6,771,95.66965,3.36E-09
1.46% CYS in soil,14.6,776,95.65564,3.37E-09
1.46% CYS in soil,14.6,781,95.64964,3.37E-09
1.46% CYS in soil,14.6,786,95.63363,3.37E-09
1.46% CYS in soil,14.6,791,95.556,3.37E-09
1.46% CYS in soil,14.6,796,95.54159,3.37E-09
1.46% CYS in soil,14.6,801,95.53358,3.37E-09
1.46% CYS in soil,14.6,806,95.51357,3.37E-09
1.46% CYS in soil,14.6,811,95.51359,3.38E-09
1.46% CYS in soil,14.6,816,95.49956,3.38E-09
1.46% CYS in soil,14.6,821,95.47154,3.38E-09
1.46% CYS in soil,14.6,826,95.45753,3.38E-09
1.46% CYS in soil,14.6,831,95.43953,3.38E-09
1.46% CYS in soil,14.6,836,95.42352,3.38E-09
1.46% CYS in soil,14.6,841,95.41551,3.38E-09
1.46% CYS in soil,14.6,846,95.40551,3.38E-09
1.46% CYS in soil,14.6,851,95.3955,3.38E-09
1.46% CYS in soil,14.6,856,95.37749,3.39E-09
1.46% CYS in soil,14.6,861,95.36949,3.40E-09
1.46% CYS in soil,14.6,866,95.35748,3.40E-09
1.46% CYS in soil,14.6,871,95.35748,3.41E-09
1.46% CYS in soil,14.6,876,95.34948,3.42E-09
1.46% CYS in soil,14.6,881,95.33747,3.43E-09
1.46% CYS in soil,14.6,886,95.32347,3.44E-09
1.46% CYS in soil,14.6,891,95.31545,3.45E-09
1.46% CYS in soil,14.6,896,95.2935,3.45E-09
1.46% CYS in soil,14.6,901,95.28544,3.46E-09
1.46% CYS in soil,14.6,906,95.27358,3.46E-09
1.46% CYS in soil,14.6,911,95.26143,3.46E-09
1.46% CYS in soil,14.6,916,95.24943,3.46E-09
1.46% CYS in soil,14.6,921,95.24108,3.46E-09
1.46% CYS in soil,14.6,926,95.22341,3.47E-09
1.46% CYS in soil,14.6,931,95.21341,3.47E-09
1.46% CYS in soil,14.6,936,95.2014,3.47E-09
1.46% CYS in soil,14.6,941,95.19339,3.48E-09
1.46% CYS in soil,14.6,946,95.18539,3.49E-09
1.46% CYS in soil,14.6,951,95.15932,3.50E-09
1.46% CYS in soil,14.6,956,95.14337,3.51E-09
1.46% CYS in soil,14.6,961,95.12536,3.52E-09
1.46% CYS in soil,14.6,966,95.11535,3.53E-09
1.46% CYS in soil,14.6,971,95.09129,3.55E-09
1.46% CYS in soil,14.6,976,95.08334,3.56E-09
1.46% CYS in soil,14.6,981,95.07733,3.57E-09
1.46% CYS in soil,14.6,986,95.05132,3.58E-09
1.46% CYS in soil,14.6,991,95.03531,3.58E-09
1.78% CYS in soil,17.8,36,100,3.38E-09
1.78% CYS in soil,17.8,41,100.03433,3.48E-09
1.78% CYS in soil,17.8,46,100.04519,3.49E-09
1.78% CYS in soil,17.8,51,100.04516,3.50E-09
1.78% CYS in soil,17.8,56,100.05071,3.50E-09
1.78% CYS in soil,17.8,61,100.06396,3.50E-09
1.78% CYS in soil,17.8,66,100.05125,3.51E-09
1.78% CYS in soil,17.8,71,100.05652,3.51E-09
1.78% CYS in soil,17.8,76,100.05061,3.50E-09
1.78% CYS in soil,17.8,81,100.04522,3.50E-09
1.78% CYS in soil,17.8,86,100.0358,3.50E-09
1.78% CYS in soil,17.8,91,100.02449,3.50E-09
1.78% CYS in soil,17.8,96,100.01131,3.50E-09
1.78% CYS in soil,17.8,101,99.99246,3.49E-09
1.78% CYS in soil,17.8,106,99.97174,3.49E-09
1.78% CYS in soil,17.8,111,99.95667,3.48E-09
1.78% CYS in soil,17.8,116,99.93782,3.48E-09
1.78% CYS in soil,17.8,121,99.92275,3.48E-09
1.78% CYS in soil,17.8,126,99.91145,3.47E-09
1.78% CYS in soil,17.8,131,99.90014,3.47E-09
1.78% CYS in soil,17.8,136,99.8813,3.47E-09
1.78% CYS in soil,17.8,141,99.87,3.47E-09
1.78% CYS in soil,17.8,146,99.85681,3.48E-09
1.78% CYS in soil,17.8,151,99.84739,3.50E-09
1.78% CYS in soil,17.8,156,99.8342,3.55E-09
1.78% CYS in soil,17.8,161,99.82478,3.65E-09
1.78% CYS in soil,17.8,166,99.81536,3.86E-09
1.78% CYS in soil,17.8,171,99.80782,4.24E-09
1.78% CYS in soil,17.8,176,99.79652,4.90E-09
1.78% CYS in soil,17.8,181,99.78297,5.94E-09
1.78% CYS in soil,17.8,186,99.76826,7.41E-09
1.78% CYS in soil,17.8,191,99.74941,9.36E-09
1.78% CYS in soil,17.8,196,99.73811,1.17E-08
1.78% CYS in soil,17.8,201,99.71738,1.42E-08
1.78% CYS in soil,17.8,206,99.68724,1.64E-08
1.78% CYS in soil,17.8,211,99.63816,1.81E-08
1.78% CYS in soil,17.8,216,99.34082,1.89E-08
1.78% CYS in soil,17.8,221,98.76898,1.87E-08
1.78% CYS in soil,17.8,226,98.39096,1.75E-08
1.78% CYS in soil,17.8,231,98.30996,1.56E-08
1.78% CYS in soil,17.8,236,98.26099,1.33E-08
1.78% CYS in soil,17.8,241,98.22173,1.10E-08
1.78% CYS in soil,17.8,246,98.17995,8.90E-09
1.78% CYS in soil,17.8,251,98.13661,7.25E-09
1.78% CYS in soil,17.8,256,98.09329,6.06E-09
1.78% CYS in soil,17.8,261,98.04053,5.27E-09
1.78% CYS in soil,17.8,266,97.99343,4.77E-09
1.78% CYS in soil,17.8,271,97.93314,4.48E-09
1.78% CYS in soil,17.8,276,97.87491,4.32E-09
1.78% CYS in soil,17.8,281,97.80894,4.22E-09
1.78% CYS in soil,17.8,286,97.7485,4.17E-09
1.78% CYS in soil,17.8,291,97.68067,4.13E-09
1.78% CYS in soil,17.8,296,97.61661,4.10E-09
1.78% CYS in soil,17.8,301,97.55254,4.07E-09
1.78% CYS in soil,17.8,306,97.49035,4.05E-09
1.78% CYS in soil,17.8,311,97.42801,4.03E-09
1.78% CYS in soil,17.8,316,97.36982,4.00E-09
1.78% CYS in soil,17.8,321,97.30569,3.98E-09
1.78% CYS in soil,17.8,326,97.25298,3.96E-09
1.78% CYS in soil,17.8,331,97.19645,3.93E-09
1.78% CYS in soil,17.8,336,97.14747,3.91E-09
1.78% CYS in soil,17.8,341,97.09471,3.89E-09
1.78% CYS in soil,17.8,346,97.04384,3.86E-09
1.78% CYS in soil,17.8,351,96.9892,3.83E-09
1.78% CYS in soil,17.8,356,96.9421,3.80E-09
1.78% CYS in soil,17.8,361,96.88924,3.77E-09
1.78% CYS in soil,17.8,366,96.84601,3.74E-09
1.78% CYS in soil,17.8,371,96.80267,3.71E-09
1.78% CYS in soil,17.8,376,96.75557,3.67E-09
1.78% CYS in soil,17.8,381,96.71977,3.64E-09
1.78% CYS in soil,17.8,386,96.67597,3.61E-09
1.78% CYS in soil,17.8,391,96.64246,3.59E-09
1.78% CYS in soil,17.8,396,96.60296,3.56E-09
1.78% CYS in soil,17.8,401,96.56716,3.54E-09
1.78% CYS in soil,17.8,406,96.52947,3.53E-09
1.78% CYS in soil,17.8,411,96.48981,3.51E-09
1.78% CYS in soil,17.8,416,96.45788,3.50E-09
1.78% CYS in soil,17.8,421,96.42219,3.50E-09
1.78% CYS in soil,17.8,426,96.39194,3.49E-09
1.78% CYS in soil,17.8,431,96.36477,3.48E-09
1.78% CYS in soil,17.8,436,96.326,3.48E-09
1.78% CYS in soil,17.8,441,96.29962,3.47E-09
1.78% CYS in soil,17.8,446,96.27513,3.46E-09
1.78% CYS in soil,17.8,451,96.23934,3.45E-09
1.78% CYS in soil,17.8,456,96.21483,3.45E-09
1.78% CYS in soil,17.8,461,96.19222,3.44E-09
1.78% CYS in soil,17.8,466,96.16208,3.43E-09
1.78% CYS in soil,17.8,471,96.14135,3.43E-09
1.78% CYS in soil,17.8,476,96.12063,3.42E-09
1.78% CYS in soil,17.8,481,96.09613,3.42E-09
1.78% CYS in soil,17.8,486,96.0777,3.42E-09
1.78% CYS in soil,17.8,491,96.05468,3.42E-09
1.78% CYS in soil,17.8,496,96.03207,3.42E-09
1.78% CYS in soil,17.8,501,96.01512,3.42E-09
1.78% CYS in soil,17.8,506,95.99439,3.42E-09
