Sample,Cys,Temp,TGA,mz33
1.78% CYS in soil,17.8,511,95.97745,3.42E-09
1.78% CYS in soil,17.8,516,95.95689,3.43E-09
1.78% CYS in soil,17.8,521,95.93787,3.43E-09
1.78% CYS in soil,17.8,526,95.91903,3.43E-09
1.78% CYS in soil,17.8,531,95.90772,3.43E-09
1.78% CYS in soil,17.8,536,95.89265,3.42E-09
1.78% CYS in soil,17.8,541,95.87758,3.42E-09
1.78% CYS in soil,17.8,546,95.85501,3.42E-09
1.78% CYS in soil,17.8,551,95.8418,3.42E-09
1.78% CYS in soil,17.8,556,95.8267,3.41E-09
1.78% CYS in soil,17.8,561,95.80787,3.41E-09
1.78% CYS in soil,17.8,566,95.79468,3.41E-09
1.78% CYS in soil,17.8,571,95.78149,3.41E-09
1.78% CYS in soil,17.8,576,95.76265,3.40E-09
1.78% CYS in soil,17.8,581,95.75322,3.40E-09
1.78% CYS in soil,17.8,586,95.73813,3.40E-09
1.78% CYS in soil,17.8,591,95.71931,3.40E-09
1.78% CYS in soil,17.8,596,95.70989,3.40E-09
1.78% CYS in soil,17.8,601,95.69482,3.40E-09
1.78% CYS in soil,17.8,606,95.67221,3.39E-09
1.78% CYS in soil,17.8,611,95.66656,3.39E-09
1.78% CYS in soil,17.8,616,95.64395,3.39E-09
1.78% CYS in soil,17.8,621,95.63264,3.38E-09
1.78% CYS in soil,17.8,626,95.6232,3.38E-09
1.78% CYS in soil,17.8,631,95.61004,3.38E-09
1.78% CYS in soil,17.8,636,95.59873,3.38E-09
1.78% CYS in soil,17.8,641,95.58743,3.37E-09
1.78% CYS in soil,17.8,646,95.5667,3.37E-09
1.78% CYS in soil,17.8,651,95.5554,3.37E-09
1.78% CYS in soil,17.8,656,95.54221,3.37E-09
1.78% CYS in soil,17.8,661,95.5309,3.37E-09
1.78% CYS in soil,17.8,666,95.52713,3.37E-09
1.78% CYS in soil,17.8,671,95.51771,3.37E-09
1.78% CYS in soil,17.8,676,95.50076,3.37E-09
1.78% CYS in soil,17.8,681,95.48758,3.37E-09
1.78% CYS in soil,17.8,686,95.47438,3.37E-09
1.78% CYS in soil,17.8,691,95.45936,3.37E-09
1.78% CYS in soil,17.8,696,95.44829,3.37E-09
1.78% CYS in soil,17.8,701,95.4348,3.37E-09
1.78% CYS in soil,17.8,706,95.42351,3.37E-09
1.78% CYS in soil,17.8,711,95.41221,3.36E-09
1.78% CYS in soil,17.8,716,95.41029,3.36E-09
1.78% CYS in soil,17.8,721,95.38771,3.36E-09
1.78% CYS in soil,17.8,726,95.3651,3.36E-09
1.78% CYS in soil,17.8,731,95.35757,3.36E-09
1.78% CYS in soil,17.8,736,95.3538,3.36E-09
1.78% CYS in soil,17.8,741,95.33684,3.35E-09
1.78% CYS in soil,17.8,746,95.32365,3.35E-09
1.78% CYS in soil,17.8,751,95.31047,3.35E-09
1.78% CYS in soil,17.8,756,95.30291,3.35E-09
1.78% CYS in soil,17.8,761,95.28032,3.35E-09
1.78% CYS in soil,17.8,766,95.28031,3.34E-09
1.78% CYS in soil,17.8,771,95.26148,3.34E-09
1.78% CYS in soil,17.8,776,95.25582,3.34E-09
1.78% CYS in soil,17.8,781,95.24831,3.34E-09
1.78% CYS in soil,17.8,786,95.23515,3.34E-09
1.78% CYS in soil,17.8,791,95.22379,3.34E-09
1.78% CYS in soil,17.8,796,95.21626,3.34E-09
1.78% CYS in soil,17.8,801,95.20118,3.35E-09
1.78% CYS in soil,17.8,806,95.18611,3.35E-09
1.78% CYS in soil,17.8,811,95.17481,3.35E-09
1.78% CYS in soil,17.8,816,95.1674,3.35E-09
1.78% CYS in soil,17.8,821,95.1522,3.35E-09
1.78% CYS in soil,17.8,826,95.14447,3.35E-09
1.78% CYS in soil,17.8,831,95.12582,3.35E-09
1.78% CYS in soil,17.8,836,95.11452,3.36E-09
1.78% CYS in soil,17.8,841,95.09944,3.36E-09
1.78% CYS in soil,17.8,846,95.0806,3.37E-09
1.78% CYS in soil,17.8,851,95.07495,3.37E-09
1.78% CYS in soil,17.8,856,95.06176,3.37E-09
1.78% CYS in soil,17.8,861,95.04857,3.37E-09
1.78% CYS in soil,17.8,866,95.04104,3.37E-09
1.78% CYS in soil,17.8,871,95.03538,3.38E-09
1.78% CYS in soil,17.8,876,95.02408,3.38E-09
1.78% CYS in soil,17.8,881,95.01843,3.39E-09
1.78% CYS in soil,17.8,886,94.99975,3.39E-09
1.78% CYS in soil,17.8,891,94.97698,3.40E-09
1.78% CYS in soil,17.8,896,94.96174,3.41E-09
1.78% CYS in soil,17.8,901,94.94495,3.42E-09
1.78% CYS in soil,17.8,906,94.93741,3.43E-09
1.78% CYS in soil,17.8,911,94.93176,3.44E-09
1.78% CYS in soil,17.8,916,94.91857,3.45E-09
1.78% CYS in soil,17.8,921,94.90801,3.46E-09
1.78% CYS in soil,17.8,926,94.89972,3.47E-09
1.78% CYS in soil,17.8,931,94.87706,3.48E-09
1.78% CYS in soil,17.8,936,94.85639,3.49E-09
1.78% CYS in soil,17.8,941,94.85639,3.49E-09
1.78% CYS in soil,17.8,946,94.83755,3.50E-09
1.78% CYS in soil,17.8,951,94.82045,3.51E-09
1.78% CYS in soil,17.8,956,94.79799,3.51E-09
1.78% CYS in soil,17.8,961,94.78291,3.52E-09
1.78% CYS in soil,17.8,966,94.76972,3.53E-09
1.78% CYS in soil,17.8,971,94.75842,3.53E-09
1.78% CYS in soil,17.8,976,94.74146,3.54E-09
1.78% CYS in soil,17.8,981,94.72451,3.55E-09
1.78% CYS in soil,17.8,986,94.70755,3.57E-09
1.78% CYS in soil,17.8,991,94.68494,3.58E-09
