Sample Type,File Name,Sample ID,Sample Name,Inj Vol,Position,Comment,Date,Instrument Method,Pyroprobe method,Processing method
Unknown,Pyro_Plast-182,182,0 ug/mL PlastMix,2,5,Recovery,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-183,183,50 ug/mL PlastMix,2,6,Recovery,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-184,184,100 ug/mL PlastMix,2,7,Recovery,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-185,185,150 ug/mL PlastMix,2,8,"Recovery, leak check failed once",2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-186,186,0 ug/mL PlastMix,2,9,Recovery,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-187,187,WR Fenton Test,2,11,Other tests,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-188,188,WR H2O2 Test,2,12,Other tests,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-189,189,WR Lipase + H2O2 Test,2,13,Other tests,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-190,190,WR BF3 LL (ZS-1022),2,14,Other tests,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-191,191,100 ug/mL PlastMix,2,3,Other tests,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-192,192,100 ug/mL PlastMix w/ BF3,2,2,Other tests,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-193,193,ZS-1071-BF3,2,1,Other tests,2019-09-02,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-194,194,100 ug/mL PlastMix,2,1,Recovery,2019-09-05,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-195,195,ZS-1091,2,2,Recovery,2019-09-05,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-196,196,ZS-1092,2,1,Recovery,2019-09-05,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-197,197,ZS-1094,2,2,Recovery,2019-09-05,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-198,198,ZS-1095,2,3,Recovery,2019-09-05,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-199,199,100 ug/mL PlastMix,2,4,Recovery,2019-09-05,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-200,200,100 ug/mL PlastMix,2,5,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-201,201,ZS-1093,2,6,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-202,202,ZS-1096,2,7,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-203,203,ZS-1097,2,8,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-204,204,ZS-1098,2,9,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-205,205,ZS-1099,2,10,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-206,206,ZS-1100,2,11,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-207,207,ZS-1101,2,12,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-208,208,ZS-1102,2,13,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
Unknown,Pyro_Plast-209,209,100 ug/mL PlastMix,2,14,Recovery,2019-09-06,meth/gcms.meth,meth/pyroprobe.m6200,meth/peakident.ocm
