Sample Type,File Name,Sample ID,Sample Name,Dil Factor,Inj Vol,Position,Comment,Date,Instrument Method,Pyroprobe method,Processing method
Unknown,Pyro_PlastSolve-911,912,5 ug/mL PlastMix in LUFA 2.2,1,2,14,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-912,913,10 ug/mL PlastMix in LUFA 2.2,1,2,15,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-913,914,10 ug/mL PlastMix in LUFA 2.2,1,2,16,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-914,915,20 ug/mL PlastMix in LUFA 2.2,1,2,17,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-915,916,20 ug/mL PlastMix in LUFA 2.2,1,2,18,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-916,917,50 ug/mL PlastMix in LUFA 2.2,1,2,19,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-917,918,50 ug/mL PlastMix in LUFA 2.2,1,2,20,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-918,919,100 ug/mL PlastMix in LUFA 2.2,1,2,21,Solvent vapor loss,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-919,920,100 ug/mL PlastMix in LUFA 2.2,1,2,22,Solvent vapor loss,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-920,921,150 ug/mL PlastMix in LUFA 2.2,1,2,23,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-921,922,150 ug/mL PlastMix in LUFA 2.2,1,2,24,,2021-06-16,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-922,923,0 ug/mL PlastMix with PS-d5,1,2,1,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-923,924,5 ug/mL PlastMix with PS-d5,1,2,2,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-924,925,10 ug/mL PlastMix with PS-d5,1,2,3,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-925,926,20 ug/mL PlastMix with PS-d5,1,2,4,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-926,927,50 ug/mL PlastMix with PS-d5,1,2,5,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-927,928,100 ug/mL PlastMix with PS-d5,1,2,6,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-928,929,150 ug/mL PlastMix with PS-d5,1,2,7,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-929,930,200 ug/mL PlastMix with PS-d5,1,2,8,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-930,931,ZS-2049,1,2,9,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-931,932,ZS-2117,1,2,10,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
Unknown,Pyro_PlastSolve-932,933,ZS-2223,1,2,11,,2021-06-29,meth/plastsolve.meth,meth/plastsolve.m6200,meth/peakident.ocm
