"Wavelength","Absorbance"
3999.43349933624,0.00236800379330048
3997.56983041763,0.00173540790075829
3995.70616149902,0.00100449132995118
3993.84249258041,0.000894239949084381
3991.9788236618,0.00179760731084101
3990.11515474319,0.0016517364209155
3988.25148582458,0.00120759979012935
3986.38781690597,0.00133483029800481
3984.52414798736,0.00117391545141069
3982.66047906875,0.00187655276267162
3980.79681015014,0.0027368679825224
3978.93314123153,0.00235325039290087
3977.06947231292,0.00203789935044249
3975.20580339431,0.00162176497022146
3973.34213447571,0.0010665879474363
3971.4784655571,0.00113470018409005
3969.61479663849,0.00143248133868275
3967.75112771988,0.00134644511497004
3965.88745880127,0.0016912793751481
3964.02378988266,0.00188058115925106
3962.16012096405,0.00175463547361887
3960.29645204544,0.00150509333482155
3958.43278312683,0.00172744715898706
3956.56911420822,0.00167559854553549
3954.70544528961,0.00138353454656409
3952.841776371,0.00165971426127504
3950.97810745239,0.00196515515174542
3949.11443853378,0.00154400030518
3947.25076961517,0.0014354502491976
3945.38710069656,0.00175078110277999
3943.52343177795,0.00244626663544629
3941.65976285934,0.00200924376851139
3939.79609394073,0.00107116184292566
3937.93242502212,0.00136486268920715
3936.06875610351,0.0024924530445453
3934.2050871849,0.00293590040471989
3932.34141826629,0.00248423751824482
3930.47774934768,0.00175564437350521
3928.61408042907,0.00189760159650483
3926.75041151046,0.00196974431441339
3924.88674259186,0.00181963080272807
3923.02307367325,0.00217155889745808
3921.15940475464,0.00280201865958211
3919.29573583603,0.00218063533966392
3917.43206691742,0.00143248557927344
3915.56839799881,0.00219473449964537
3913.7047290802,0.00232717913072476
3911.84106016159,0.00189494655834718
3909.97739124298,0.0017113469561698
3908.11372232437,0.00245419350049912
3906.25005340576,0.00351400745528083
3904.38638448715,0.00380695678013447
3902.52271556854,0.00362506641083035
3900.65904664993,0.00295030941312474
3898.79537773132,0.00245040752656193
3896.93170881271,0.00221477424858301
3895.0680398941,0.00268559206365647
3893.20437097549,0.00296286505542688
3891.34070205688,0.00234793617197902
3889.47703313827,0.00252807055031692
3887.61336421966,0.00303608300554363
3885.74969530105,0.00300782296128566
3883.88602638244,0.00296997914803822
3882.02235746383,0.00264888210549556
3880.15868854522,0.00233812881551451
3878.29501962661,0.0023080577692798
3876.43135070801,0.00287598018985318
3874.5676817894,0.00348287434210587
3872.70401287079,0.00386018509407539
3870.84034395218,0.00300045844492288
3868.97667503357,0.00333675080534665
3867.11300611496,0.00296677015729983
3865.24933719635,0.00256538208949513
3863.38566827774,0.00265594601994912
3861.52199935913,0.00232728031027912
3859.65833044052,0.00230473798952356
3857.79466152191,0.00319880520818823
3855.9309926033,0.0040775332461959
3854.06732368469,0.00389319257655436
3852.20365476608,0.00280752493203447
3850.33998584747,0.00196813268741402
3848.47631692886,0.00213268672428451
3846.61264801025,0.0025273082131091
3844.74897909164,0.00263280554084093
3842.88531017303,0.0031011255437195
3841.02164125442,0.0031861582687235
3839.15797233581,0.00318223597416094
3837.2943034172,0.00291357721565036
3835.43063449859,0.00242309705181978
3833.56696557998,0.00221943386548827
3831.70329666137,0.00240940144243806
3829.83962774276,0.00313249288502215
3827.97595882415,0.00237283196567365
3826.11228990555,0.0014746925505614
3824.24862098694,0.00245661345174807
3822.38495206833,0.00322557080016727
3820.52128314972,0.00325629010048714
3818.65761423111,0.00331863359213609
3816.7939453125,0.00285226135347945
3814.93027639389,0.00232457228369059
3813.06660747528,0.00183202026342826
3811.20293855667,0.0025832864123604
3809.33926963806,0.00317715268535239
3807.47560071945,0.00224137019446464
3805.61193180084,0.00223470986128857
3803.74826288223,0.00290794301908202
3801.88459396362,0.00264262686168945
3800.02092504501,0.00243868343105735
3798.1572561264,0.0023980557400973
3796.29358720779,0.00244336427583064
3794.42991828918,0.00207330672328357
3792.56624937057,0.00197526923406367
3790.70258045196,0.00177351877240689
3788.83891153335,0.00182967421921499
3786.97524261474,0.00202731952919921
3785.11157369613,0.0018021860494493
3783.24790477752,0.00159584275551675
3781.38423585891,0.00159078524042254
3779.5205669403,0.00198285148884148
3777.6568980217,0.00181070203134026
3775.79322910309,0.00199892066904084
3773.92956018448,0.00258252186239206
3772.06589126587,0.00195511458566596
3770.20222234726,0.00157775881788075
3768.33855342865,0.00190125189720262
3766.47488451004,0.00157621438795011
3764.61121559143,0.00142573530854738
3762.74754667282,0.00206343030780244
3760.88387775421,0.00236470138391694
3759.0202088356,0.00161342999148167
3757.15653991699,0.00177020307052538
3755.29287099838,0.00351811562186853
3753.42920207977,0.00418073741382813
3751.56553316116,0.00394736368512328
3749.70186424255,0.00340141705570541
3747.83819532394,0.00400859589070936
3745.97452640533,0.00290786397011055
3744.11085748672,0.0020056638035477
3742.24718856811,0.00168732582301117
3740.3835196495,0.00263508409699249
3738.51985073089,0.00330133387146472
3736.65618181228,0.00349073254821763
3734.79251289367,0.00331768391411254
3732.92884397506,0.0022995075630152
3731.06517505645,0.00187821037516957
3729.20150613785,0.00200498707933492
3727.33783721924,0.00204550977340361
3725.47416830063,0.00224767587243084
3723.61049938202,0.00201670347573581
3721.74683046341,0.00197790794075892
3719.8831615448,0.00198270296553608
3718.01949262619,0.00180637431541132
3716.15582370758,0.00229086428000399
3714.29215478897,0.00320501427733548
3712.42848587036,0.00330695634640022
3710.56481695175,0.00244041627557723
3708.70114803314,0.0015403588510727
3706.83747911453,0.00188845427447365
3704.97381019592,0.00212953948602119
3703.11014127731,0.00191921500652965
3701.2464723587,0.00170705154892053
3699.38280344009,0.00187340371089814
3697.51913452148,0.00192488384950898
3695.65546560287,0.00185122596215774
3693.79179668426,0.00235871752102368
3691.92812776565,0.0035635123421994
3690.06445884704,0.00375831612433091
3688.20078992843,0.00259201281295606
3686.33712100982,0.00206718520765023
3684.47345209121,0.00220522637457921
3682.60978317261,0.00186978233273678
3680.746114254,0.00199041750742815
3678.88244533539,0.00300380775282338
3677.01877641678,0.00303217844985597
3675.15510749817,0.00241693228450681
3673.29143857956,0.00217182208954437
3671.42776966095,0.0028562785469179
3669.56410074234,0.00234060038691999
3667.70043182373,0.00191606771370702
3665.83676290512,0.00211867446015561
3663.97309398651,0.00171644863645541
3662.1094250679,0.00132468446249525
3660.24575614929,0.00204625894970472
3658.38208723068,0.00278983705183812
3656.51841831207,0.00256282858726042
3654.65474939346,0.00252214762180138
3652.79108047485,0.00328058493242138
3650.92741155624,0.00419989318958938
3649.06374263763,0.00356691831570928
3647.20007371902,0.00222160683847884
3645.33640480041,0.00225624251562262
3643.4727358818,0.00272677778782613
3641.60906696319,0.00280644013714284
3639.74539804458,0.00271061446976307
3637.88172912597,0.00241591809883376
3636.01806020736,0.00210002820228341
3634.15439128876,0.00233009636640981
3632.29072237015,0.00292373380860548
3630.42705345154,0.00357266510748336
3628.56338453293,0.00393627481981717
3626.69971561432,0.00380973590787731
3624.83604669571,0.00324741179474123
3622.9723777771,0.00239775276964086
3621.10870885849,0.00265264586772789
3619.24503993988,0.00254211658226422
3617.38137102127,0.00260462991923917
3615.51770210266,0.00328300585034863
3613.65403318405,0.0036246285071328
3611.79036426544,0.00345414126018782
3609.92669534683,0.00332024550859855
3608.06302642822,0.00312956079673861
3606.19935750961,0.00300522911131342
3604.335688591,0.00278667965439417
3602.47201967239,0.00275713523210731
3600.60835075378,0.00285118195521854
3598.74468183517,0.00313171162909084
3596.88101291656,0.00322180622417728
3595.01734399795,0.00265882670718106
3593.15367507934,0.00177103511124465
3591.29000616073,0.00179136631546376
3589.42633724212,0.00212850469654599
3587.56266832351,0.0030244196170086
3585.6989994049,0.0029088282829171
3583.8353304863,0.00148873072674374
3581.97166156769,0.000676696943084482
3580.10799264908,0.000775014635542923
3578.24432373047,0.000697174609529783
3576.38065481186,0.000957760204500559
3574.51698589325,0.00134795634538998
3572.65331697464,0.00168495435893912
3570.78964805603,0.00176583793232581
3568.92597913742,0.00226577407422373
3567.06231021881,0.00285282724124588
3565.1986413002,0.00167170541744944
3563.33497238159,0.000266868389056777
3561.47130346298,0.000761243302009845
3559.60763454437,0.000826171233201622
3557.74396562576,0.000406598957215434
3555.88029670715,0.000653740466777172
3554.01662778854,0.000960677949589061
3552.15295886993,0.00192379067874296
3550.28928995132,0.00238972792478941
3548.42562103271,0.00194062859320805
3546.5619521141,0.00174797758593983
3544.69828319549,0.000897978761458062
3542.83461427688,0.000266395805530834
3540.97094535827,0.000529984020450049
3539.10727643966,0.000672987712240234
3537.24360752105,0.00107556783090011
3535.37993860245,0.0020507167275911
3533.51626968384,0.00193908988983822
3531.65260076523,0.000589212139399504
3529.78893184662,0.00018989409175289
3527.92526292801,0.000850135965139334
