Time,Intensity
33.866667,22754599
33.88855,22579430
33.910167,22762103
33.932033,22886699
33.95365,23088286
33.975267,23178916
33.997133,23125363
34.01875,23126135
34.040367,23308984
34.06225,23471235
34.083867,23933041
34.105733,24510177
34.12735,25404693
34.148967,25439138
34.170833,25112383
34.19245,24211649
34.214067,24206039
34.23595,23941497
34.25755,24390137
34.279433,26712556
34.30105,31864765
34.322667,41798408
34.344533,56280173
34.36615,74538781
34.387767,87344907
34.409633,94522574
34.43125,95249956
34.453133,85898200
34.47475,56158377
34.496367,31048884
34.518233,20347229
34.53985,16678785
34.561717,16120674
34.583333,16266907
34.605217,17288873
34.626833,17623317
34.64845,17958403
34.67005,18306060
34.691933,18247162
34.71355,18431493
34.735417,18424095
34.757033,18679504
34.778917,18591181
34.800533,18654482
34.822133,18811540
34.84375,19293957
34.865633,19491515
34.88725,19903051
34.909117,20332687
34.930733,20583734
34.952617,21308668
34.974217,21033049
34.995833,20613311
35.01745,20486613
35.039333,20531590
35.0612,20227508
35.082817,20329861
35.104433,20540640
35.1263,20311124
35.147917,20218730
35.169533,20766314
35.191417,20195005
35.213033,20740993
35.2349,20902607
35.256517,20856626
35.278133,20773710
35.3,20671167
35.321617,20554920
35.343233,20387728
35.365117,20763639
35.386983,20347425
35.4086,20877944
35.430217,20604076
35.451833,21521229
35.4737,21491008
35.495317,22197337
35.516933,22865870
35.5388,23878512
35.560683,24556699
35.5823,24406654
35.603917,24527638
35.625533,24767213
35.6474,24779511
35.669017,24799858
35.690883,26083405
35.7125,27051036
35.734383,28941066
35.756,28495435
35.777617,29075354
35.799217,28229917
35.8211,26904512
35.842717,24665840
35.864583,23273178
35.8862,22155457
35.908083,21009628
35.9297,20418345
35.9513,20433332
35.972917,20215260
35.9948,20101831
36.016417,20168764
36.038283,20325587
36.0599,20382138
36.081783,20064223
36.103383,20209733
36.125,19885462
36.146617,20084869
36.1685,20408325
36.190367,20339831
36.211983,20004797
36.2336,20462341
36.255467,20165594
36.277083,20609213
36.2987,20797881
36.320317,21036481
36.3422,21142397
36.364067,22444033
36.385683,24480924
36.4073,27905386
36.429167,33982662
36.450783,43207868
36.4724,53166466
36.494017,59566648
36.515883,68605065
36.537767,70605304
36.559383,72791581
36.581,65972344
36.602867,45543645
36.624483,33117405
36.6461,23012129
36.667967,18609471
36.689583,16590499
36.711467,16303291
36.733083,16890836
36.7547,17219644
36.776567,17992738
36.798183,17745903
36.8198,17868494
36.841667,17728432
36.863283,17476410
36.885167,17645026
36.906783,17280949
36.928383,17598295
36.950267,17993026
36.971883,17567946
36.99375,17882255
37.015367,17813911
37.03725,17957525
37.058867,17795323
37.080467,18183790
37.102083,18042296
37.123967,18714429
37.145583,18933678
37.16745,18840427
37.189067,19289044
37.21095,19534446
37.23255,19353332
37.254167,19263999
37.275783,19331089
37.297667,19111925
37.319283,18810470
37.34115,18744619
37.362767,18699796
37.384633,18828655
37.40625,18832442
37.427867,18704091
37.449483,18924253
37.471367,19187308
37.492967,19144144
37.51485,19240352
