"wavenumber","intensity"
3999.43349933624,0.0486836326235174
3997.56983041763,0.0484136306468969
3995.70616149902,0.0480491799217244
3993.84249258041,0.0479166681822456
3991.9788236618,0.047815447939498
3990.11515474319,0.0480059896931256
3988.25148582458,0.0480987491302629
3986.38781690597,0.047943366295858
3984.52414798736,0.0482299986016181
3982.66047906875,0.0487239247385453
3980.79681015014,0.0484998665729655
3978.93314123153,0.0479122289316
3977.06947231292,0.048163463439514
3975.20580339431,0.0482949962802506
3973.34213447571,0.0480325181359303
3971.4784655571,0.0481348732541606
3969.61479663849,0.0477302987731041
3967.75112771988,0.0475277646428795
3965.88745880127,0.0480003248532249
3964.02378988266,0.0482830858993394
3962.16012096405,0.0482496522455308
3960.29645204544,0.0480329801437059
3958.43278312683,0.0478273479508775
3956.56911420822,0.0479968707638579
3954.70544528961,0.0479579994933144
3952.841776371,0.0476894587479147
3950.97810745239,0.0479154522374604
3949.11443853378,0.0479420817336945
3947.25076961517,0.0477689560058322
3945.38710069656,0.047517078817976
3943.52343177795,0.047319499243657
3941.65976285934,0.0476317644864826
3939.79609394073,0.047580185369359
3937.93242502212,0.047350993471497
3936.06875610351,0.0474252762546228
3934.2050871849,0.0474872089380145
3932.34141826629,0.0474551341757217
3930.47774934768,0.0475024328482044
3928.61408042907,0.0472779410866343
3926.75041151046,0.0470716499500127
3924.88674259186,0.0472382386109555
3923.02307367325,0.0477295035546684
3921.15940475464,0.0479111868168891
3919.29573583603,0.0475177076734535
3917.43206691742,0.0471843164892515
3915.56839799881,0.0471216861867424
3913.7047290802,0.0471325329544125
3911.84106016159,0.0470834235608224
3909.97739124298,0.0470317726486696
3908.11372232437,0.0474549762833173
3906.25005340576,0.0478206009135638
3904.38638448715,0.0480144454682922
3902.52271556854,0.0478194228068361
3900.65904664993,0.0469928350690523
3898.79537773132,0.0470815040968575
3896.93170881271,0.0476846803246014
3895.0680398941,0.0474779273174485
3893.20437097549,0.0469915206353494
3891.34070205688,0.0469501466210554
3889.47703313827,0.0474726471919784
3887.61336421966,0.0473640280736361
3885.74969530105,0.046717375479701
3883.88602638244,0.0468516427005398
3882.02235746383,0.0468686988981853
3880.15868854522,0.0468877108218789
3878.29501962661,0.0474883159948373
3876.43135070801,0.047040609927975
3874.5676817894,0.046355612935152
3872.70401287079,0.0471508985966769
3870.84034395218,0.0475181931240263
3868.97667503357,0.0467638833998347
3867.11300611496,0.0464606651674799
3865.24933719635,0.0464157581084732
3863.38566827774,0.0465906993052142
3861.52199935913,0.0466129000020902
3859.65833044052,0.0465730645657261
3857.79466152191,0.0463197311822747
3855.9309926033,0.0466051895815613
3854.06732368469,0.0471659254626324
3852.20365476608,0.0463798988644716
3850.33998584747,0.0454784312887637
3848.47631692886,0.0458971160952136
3846.61264801025,0.0461578873423222
3844.74897909164,0.0458956280868975
3842.88531017303,0.0462539493895002
3841.02164125442,0.0466081435892882
3839.15797233581,0.0464372454984286
3837.2943034172,0.0462822540047418
3835.43063449859,0.0461722985623607
3833.56696557998,0.0462745914788144
3831.70329666137,0.0462351800377837
3829.83962774276,0.0459255367900672
3827.97595882415,0.044949335850502
3826.11228990555,0.0448204456327466
3824.24862098694,0.0461045803162531
3822.38495206833,0.0465248036329437
3820.52128314972,0.0462090098354465
3818.65761423111,0.0462788223755292
3816.7939453125,0.0459683300854247
3814.93027639389,0.0459536570765664
3813.06660747528,0.0462660428031705
3811.20293855667,0.0464123364463106
3809.33926963806,0.0465078887468239
3807.47560071945,0.0460419174712657
3805.61193180084,0.0460541499481052
3803.74826288223,0.0465101538598641
3801.88459396362,0.0458006763041079
3800.02092504501,0.0450777482070317
3798.1572561264,0.044899239855061
3796.29358720779,0.044714374338837
3794.42991828918,0.0449811059240328
3792.56624937057,0.0452193071319802
3790.70258045196,0.0450410180503912
3788.83891153335,0.0454665255536016
3786.97524261474,0.045928655418074
3785.11157369613,0.0460195362848854
3783.24790477752,0.0460057765106855
3781.38423585891,0.045580948402232
3779.5205669403,0.0450417884015624
3777.6568980217,0.045056990947591
3775.79322910309,0.0451012078187995
3773.92956018448,0.0451024615360642
3772.06589126587,0.0458575955343106
3770.20222234726,0.0464612635551279
3768.33855342865,0.0461151035088201
3766.47488451004,0.0451582204745719
3764.61121559143,0.0444764548251831
3762.74754667282,0.0450755881624586
3760.88387775421,0.0460184452541334
3759.0202088356,0.0457916251758027
3757.15653991699,0.0448688535674916
3755.29287099838,0.0446430784986648
3753.42920207977,0.0446181574632714
3751.56553316116,0.0443321532260175
3749.70186424255,0.0444762945117605
3747.83819532394,0.0450955781431891
3745.97452640533,0.0453419231284394
3744.11085748672,0.0446829851497606
3742.24718856811,0.0438467044445232
3740.3835196495,0.0437617997507663
3738.51985073089,0.0443889936164771
3736.65618181228,0.0443774753600212
3734.79251289367,0.0439135050386014
3732.92884397506,0.0435311149192893
3731.06517505645,0.0429964655614389
3729.20150613785,0.0432795848619519
3727.33783721924,0.0437199178045576
3725.47416830063,0.0435032761575993
3723.61049938202,0.0434107111177792
3721.74683046341,0.0438635308312233
3719.8831615448,0.043776338966226
3718.01949262619,0.0440381912570603
3716.15582370758,0.0452015489845386
3714.29215478897,0.0452993025485451
3712.42848587036,0.04428355402355
3710.56481695175,0.0440833414939866
3708.70114803314,0.0443976359122019
3706.83747911453,0.0449140136121724
3704.97381019592,0.0448566310307545
3703.11014127731,0.044658738444474
3701.2464723587,0.0446523950785907
3699.38280344009,0.0445147681222488
3697.51913452148,0.0449616328137827
3695.65546560287,0.0453032338517447
3693.79179668426,0.0456227772056107
3691.92812776565,0.0459116797980356
3690.06445884704,0.0454196448129288
3688.20078992843,0.0451250969822581
3686.33712100982,0.0450280297904797
3684.47345209121,0.0444372522808285
3682.60978317261,0.0442389321024146
3680.746114254,0.0447651577870199
3678.88244533539,0.0448845974602313
3677.01877641678,0.0447571696004982
3675.15510749817,0.0445542036946125
3673.29143857956,0.0447404127517804
3671.42776966095,0.0445256811087723
3669.56410074234,0.0441938051654479
3667.70043182373,0.0438707410457671
3665.83676290512,0.0441466666219868
3663.97309398651,0.0449314065768668
3662.1094250679,0.0452410070649383
3660.24575614929,0.044874519972788
3658.38208723068,0.0449208834783468
3656.51841831207,0.0451634248405953
3654.65474939346,0.0461174678131297
3652.79108047485,0.0473480612627223
3650.92741155624,0.0469133009723723
3649.06374263763,0.0451136421991352
3647.20007371902,0.0446645336057666
3645.33640480041,0.045384321536953
3643.4727358818,0.0458635817648123
3641.60906696319,0.0459570175279496
3639.74539804458,0.0462091734427705
3637.88172912597,0.046599384210283
3636.01806020736,0.0468679030842001
3634.15439128876,0.0463584571540482
3632.29072237015,0.0471142488797465
3630.42705345154,0.0478646747615651
3628.56338453293,0.0477862242753858
3626.69971561432,0.0473217219980314
3624.83604669571,0.0470605632265622
3622.9723777771,0.047794710082424
3621.10870885849,0.0480183230120143
3619.24503993988,0.0477399099511598
3617.38137102127,0.0479510207414167
3615.51770210266,0.0474006524204296
3613.65403318405,0.0468658273180642
3611.79036426544,0.0472105818666061
3609.92669534683,0.0477224824011923
3608.06302642822,0.0479592568444343
3606.19935750961,0.0474884338867049
3604.335688591,0.047143018593877
3602.47201967239,0.0474237532628762
3600.60835075378,0.046304511879347
3598.74468183517,0.0464936336706824
3596.88101291656,0.0471866662070532
3595.01734399795,0.0465229546862298
3593.15367507934,0.0464205331834635
3591.29000616073,0.047464135303447
3589.42633724212,0.0475121172559514
3587.56266832351,0.0466729858359509
3585.6989994049,0.0465258499500733
3583.8353304863,0.0464686555779451
3581.97166156769,0.0465841746490471
3580.10799264908,0.0468283185186554
3578.24432373047,0.0467743754328232
3576.38065481186,0.0470503413605586
3574.51698589325,0.0470877632608021
3572.65331697464,0.0464176340670885
3570.78964805603,0.0471045295511349
3568.92597913742,0.0484675956010364
3567.06231021881,0.0475379412628139
3565.1986413002,0.0465074398499104
3563.33497238159,0.0460693842411729
3561.47130346298,0.0459307033927433
3559.60763454437,0.0469618361864539
3557.74396562576,0.0479206456535956
3555.88029670715,0.0480361954564982
3554.01662778854,0.0479524482573801
3552.15295886993,0.0473901469249679
3550.28928995132,0.0465827203317942
3548.42562103271,0.0466372404717123
3546.5619521141,0.0467051787726057
3544.69828319549,0.0465209603589871
3542.83461427688,0.0474552788030634
3540.97094535827,0.0472712974750669
3539.10727643966,0.0466281351633341
3537.24360752105,0.0478350610419214
3535.37993860245,0.0490307010107201
3533.51626968384,0.0481751710727866
3531.65260076523,0.0478096055331544
3529.78893184662,0.0477790007696033
3527.92526292801,0.0477320077835344
3526.0615940094,0.0476628070866848
3524.19792509079,0.0489693985305031
3522.33425617218,0.0496132839486011
3520.47058725357,0.0488087571283656
3518.60691833496,0.0481149379180708
3516.74324941635,0.048466325455679
3514.87958049774,0.0496530450224619
3513.01591157913,0.0506565787472808
3511.15224266052,0.0494200336632593
3509.28857374191,0.0484466320552614
3507.4249048233,0.049224622803548
3505.56123590469,0.0494610044252989
3503.69756698608,0.0480638651053857
3501.83389806747,0.0472489063637351
3499.97022914886,0.0477284131636627
3498.10656023025,0.0485885158070487
3496.24289131164,0.0489193624394917
3494.37922239303,0.0489408380795702
3492.51555347442,0.0503811785427238
3490.65188455581,0.0512981781308898
3488.7882156372,0.0507961651989409
3486.9245467186,0.0505643739593107
3485.06087779999,0.0506950788221447
3483.19720888138,0.0514291981341214
3481.33353996277,0.0519201074416343
3479.46987104416,0.0508948068894239
3477.60620212555,0.0501903777139465
3475.74253320694,0.0510668405749572
3473.87886428833,0.0511131889589799
3472.01519536972,0.0508821444688891
3470.15152645111,0.0508971490990361
3468.2878575325,0.0506612424755432
3466.42418861389,0.0513930209840478
3464.56051969528,0.0526026886531815
3462.69685077667,0.0531067349091823
3460.83318185806,0.0526485776404121
3458.96951293945,0.0517440739163982
3457.10584402084,0.0518674781790238
3455.24217510223,0.0524607916217157
3453.37850618362,0.052814884185709
3451.51483726501,0.0525151121658124
3449.6511683464,0.0526504320644865
3447.78749942779,0.052446898291375
3445.92383050918,0.0526528140574091
3444.06016159057,0.0537200446457797
3442.19649267196,0.0533232240826514
3440.33282375335,0.052925696878107
3438.46915483475,0.0528510975088915
3436.60548591614,0.053876024236356
3434.74181699753,0.0547268687193589
3432.87814807892,0.0543000775723721
3431.01447916031,0.053891698770807
3429.1508102417,0.0536084317041552
3427.28714132309,0.0533666166397321
3425.42347240448,0.0538804601903696
3423.55980348587,0.053654636157032
3421.69613456726,0.0537099956162921
3419.83246564865,0.0547956066638508
3417.96879673004,0.0546872051201007
